time	V(-1)
0.000000000000000e+000	0.000000e+000
4.882812480489244e-016	0.000000e+000
9.765624960978488e-016	0.000000e+000
2.286551330149107e-012	0.000000e+000
4.572126097802116e-012	0.000000e+000
6.857700865455125e-012	0.000000e+000
9.143275633108134e-012	0.000000e+000
1.142885040076114e-011	0.000000e+000
1.371442516841415e-011	0.000000e+000
1.599999993606716e-011	0.000000e+000
3.199999987213431e-011	0.000000e+000
4.743854186629217e-011	0.000000e+000
6.110252927687477e-011	0.000000e+000
7.398508686009549e-011	0.000000e+000
8.773602691301608e-011	0.000000e+000
1.021942483524313e-010	0.000000e+000
1.198170629797411e-010	0.000000e+000
1.397913435918970e-010	0.000000e+000
1.640270740559593e-010	0.000000e+000
1.872030253149590e-010	0.000000e+000
2.080890674816307e-010	0.000000e+000
2.315954604549498e-010	0.000000e+000
2.557183990020949e-010	0.000000e+000
2.838690400293319e-010	0.000000e+000
3.142307314492586e-010	0.000000e+000
3.415507190778831e-010	0.000000e+000
3.693955654209051e-010	0.000000e+000
3.989742754312637e-010	0.000000e+000
4.311735247301817e-010	0.000000e+000
4.662974884432834e-010	0.000000e+000
5.000000000000000e-010	0.000000e+000
5.033702511556717e-010	0.000000e+000
5.101107534670150e-010	0.000000e+000
5.235917580897016e-010	0.000000e+000
5.456696016500939e-010	0.000000e+000
5.835555816329480e-010	0.000000e+000
6.178817657727088e-010	0.000000e+000
6.566182488105294e-010	0.000000e+000
6.928974450748662e-010	0.000000e+000
7.317937622755487e-010	0.000000e+000
7.720255577329074e-010	0.000000e+000
8.159468453905301e-010	0.000000e+000
8.554459713996730e-010	0.000000e+000
8.999251093914389e-010	0.000000e+000
9.420157865303579e-010	0.000000e+000
9.901291391467773e-010	0.000000e+000
1.038608630932216e-009	0.000000e+000
1.082979098449796e-009	0.000000e+000
1.131678243073560e-009	0.000000e+000
1.180506368073560e-009	0.000000e+000
1.229334493073560e-009	0.000000e+000
1.276928956672799e-009	0.000000e+000
1.325757081672799e-009	0.000000e+000
1.374585206672799e-009	0.000000e+000
1.423413331672799e-009	0.000000e+000
1.451171875000000e-009	0.000000e+000
1.500000000000000e-009	0.000000e+000
1.504882812500000e-009	0.000000e+000
1.514648437500000e-009	0.000000e+000
1.534179687500000e-009	0.000000e+000
1.571758066237037e-009	0.000000e+000
1.620586191237037e-009	0.000000e+000
1.669414316237037e-009	0.000000e+000
1.718242441237037e-009	0.000000e+000
1.767070566237037e-009	0.000000e+000
1.815898691237037e-009	0.000000e+000
1.864726816237037e-009	0.000000e+000
1.913554941237037e-009	0.000000e+000
1.951171875000000e-009	0.000000e+000
2.000000000000000e-009	0.000000e+000
2.000220000000000e-009	0.000000e+000
2.000660000000000e-009	0.000000e+000
2.006820000000000e-009	0.000000e+000
2.013860000000000e-009	0.000000e+000
2.027940000000000e-009	0.000000e+000
2.056100000000000e-009	0.000000e+000
2.104928125000000e-009	0.000000e+000
2.153756250000000e-009	0.000000e+000
2.196456270186177e-009	0.000000e+000
2.240895441761159e-009	0.000000e+000
2.287178778573629e-009	0.000000e+000
2.332818323021285e-009	0.000000e+000
2.378867636435150e-009	0.000000e+000
2.424092959732603e-009	0.000000e+000
2.468415358532786e-009	0.000000e+000
2.510855771169545e-009	0.000000e+000
2.551531859822194e-009	0.000000e+000
2.590209042077042e-009	0.000000e+000
2.619584894537158e-009	0.000000e+000
2.635333663575246e-009	0.000000e+000
2.652284130738110e-009	0.000000e+000
2.669777878272420e-009	0.000000e+000
2.695511084002619e-009	0.000000e+000
2.725413358516877e-009	0.000000e+000
2.763741666808027e-009	0.000000e+000
2.796538403257347e-009	0.000000e+000
2.825499383966397e-009	0.000000e+000
2.853664092982749e-009	0.000000e+000
2.888728023305718e-009	0.000000e+000
2.929773642294619e-009	0.000000e+000
2.973114375866104e-009	0.000000e+000
3.009663912906128e-009	0.000000e+000
3.034890599574782e-009	0.000000e+000
3.059612188965949e-009	0.000000e+000
3.083106199127127e-009	0.000000e+000
3.121234846455583e-009	0.000000e+000
3.163473826429800e-009	0.000000e+000
3.204339536784946e-009	0.000000e+000
3.249865330361460e-009	0.000000e+000
3.289666060654652e-009	0.000000e+000
3.316519166956840e-009	0.000000e+000
3.343401458757429e-009	0.000000e+000
3.372580970133362e-009	0.000000e+000
3.405361888672637e-009	0.000000e+000
3.450003876312440e-009	0.000000e+000
3.492498153880853e-009	0.000000e+000
3.532111973827608e-009	0.000000e+000
3.560450171347113e-009	0.000000e+000
3.592075686232434e-009	0.000000e+000
3.616994686993245e-009	0.000000e+000
3.651275958536336e-009	0.000000e+000
3.683001861064377e-009	0.000000e+000
3.731829986064377e-009	0.000000e+000
3.775105156710198e-009	0.000000e+000
3.805042480262184e-009	0.000000e+000
3.834335897835481e-009	0.000000e+000
3.866728877974676e-009	0.000000e+000
3.892858823280595e-009	0.000000e+000
3.920734167272959e-009	0.000000e+000
3.954756351277484e-009	0.000000e+000
3.989599912049481e-009	0.000000e+000
4.024833039846558e-009	0.000000e+000
4.059889946207655e-009	0.000000e+000
4.094577800645604e-009	0.000000e+000
4.128252154301682e-009	0.000000e+000
