85027.5n 0.0543259m
85032.5n 0.00278594m
85085n 0m
85502.5n 0.0417257m
85507.5n 0.853986m
85512.5n 3.26851m
85517.5n 3.31024m
85522.5n 0.823387m
85527.5n 0.0472891m
85585n 0m
86002.5n 0.101225m
86007.5n 1.64595m
86012.5n 6.50475m
86017.5n 6.61013m
86022.5n 1.68616m
86027.5n 0.0845853m
86032.5n 0.00138664m
86085n 0m
86502.5n 0.972917m
86507.5n 15.3955m
86512.5n 61.0943m
86517.5n 61.0094m
86522.5n 15.5047m
86527.5n 0.967527m
86532.5n 0.0107802m
86585n 0m
87002.5n 0.116863m
87007.5n 1.69115m
87012.5n 6.91369m
87017.5n 6.91235m
87022.5n 1.75025m
87027.5n 0.0765651m
87085n 0m
87502.5n 0.0469448m
87507.5n 0.720267m
87512.5n 3.25126m
87517.5n 3.13859m
87522.5n 0.835617m
87527.5n 0.0523099m
87532.5n 0.00268256m
87585n 0m
88002.5n 0.255529m
88007.5n 4.3094m
88012.5n 16.7651m
88017.5n 16.8317m
88022.5n 4.14836m
88027.5n 0.274162m
88085n 0m
88502.5n 0.0199536m
88507.5n 0.274029m
88512.5n 1.06286m
88517.5n 1.03759m
88522.5n 0.255406m
88527.5n 0.0106419m
88585n 0m
89002.5n 0.0954766m
89007.5n 1.73714m
89012.5n 6.78679m
89017.5n 6.81066m
89022.5n 1.72521m
89027.5n 0.0795638m
89032.5n 0.00397819m
89085n 0m
89502.5n 0.0674989m
89507.5n 1.07998m
89512.5n 4.23126m
89517.5n 4.08567m
89522.5n 1.06145m
89527.5n 0.0608814m
89532.5n 0.00132351m
89585n 0m
90002.5n 0.105525m
90007.5n 1.75039m
90012.5n 7.28121m
90017.5n 7.36827m
90022.5n 1.85592m
90027.5n 0.102887m
90032.5n 0.00131906m
90085n 0m
90502.5n 0.0395243m
90507.5n 0.633707m
90512.5n 2.6455m
90517.5n 2.56381m
90522.5n 0.665326m
90527.5n 0.0382069m
90532.5n 0.00131748m
90585n 0m
91002.5n 0.0565701m
91007.5n 0.801191m
91012.5n 3.12715m
91017.5n 3.06794m
91022.5n 0.78672m
91027.5n 0.0499922m
91032.5n 0.00394675m
91085n 0m
91502.5n 0.206625m
91507.5n 3.34132m
91512.5n 12.8487m
91517.5n 12.9245m
91522.5n 3.13208m
91527.5n 0.231473m
91532.5n 0.00653878m
91585n 0m
92002.5n 0.243999m
92007.5n 4.19212m
92012.5n 16.2701m
92017.5n 16.3415m
92022.5n 4.22586m
92027.5n 0.251787m
92032.5n 0.00389361m
92085n 0m
92502.5n 0.194919m
92507.5n 3.02577m
92512.5n 11.5945m
92517.5n 11.7429m
92522.5n 2.95606m
92527.5n 0.172975m
92585n 0m
93002.5n 0.020644m
93007.5n 0.286435m
93012.5n 1.03736m
93017.5n 0.967687m
93022.5n 0.25934m
93027.5n 0.00903174m
93085n 0m
93502.5n 0.00773968m
93507.5n 0.119965m
93512.5n 0.499209m
93517.5n 0.525008m
93522.5n 0.127705m
93527.5n 0.00902962m
93532.5n 0.00128995m
93585n 0m
94002.5n 0.0154721m
94007.5n 0.250132m
94012.5n 1.05081m
94017.5n 0.963138m
94022.5n 0.279787m
94027.5n 0.0180508m
94032.5n 0.00128934m
94085n 0m
94502.5n 0.132336m
94507.5n 1.88868m
94512.5n 7.55601m
94517.5n 7.58299m
94522.5n 1.96963m
94527.5n 0.137476m
94532.5n 0.00385445m
94585n 0m
95002.5n 0.0692344m
95007.5n 1.20904m
95012.5n 4.54639m
95017.5n 4.52845m
95022.5n 1.11801m
95027.5n 0.0679523m
95085n 0m
95502.5n 0.374208m
95507.5n 5.91375m
95512.5n 22.8622m
95517.5n 22.9383m
95522.5n 5.84779m
95527.5n 0.402115m
95532.5n 0.00634251m
95585n 0m
96002.5n 0.00887746m
96007.5n 0.135698m
96012.5n 0.479383m
96017.5n 0.506015m
96022.5n 0.124284m
96027.5n 0.0139503m
96085n 0m
96502.5n 0.0948748m
96507.5n 1.33457m
96512.5n 5.44961m
96517.5n 5.57231m
96522.5n 1.38391m
96527.5n 0.0796948m
96585n 0m
97002.5n 0.0568333m
97007.5n 0.884073m
97012.5n 3.46557m
97017.5n 3.47062m
97022.5n 0.910595m
97027.5n 0.0505185m
97085n 0m
97502.5n 0.171998m
97507.5n 3.12986m
97512.5n 12.8948m
97517.5n 12.9689m
97522.5n 3.26796m
97527.5n 0.200873m
97532.5n 0.00627729m
97585n 0m
98002.5n 0.0250919m
98007.5n 0.363833m
98012.5n 1.48042m
98017.5n 1.47541m
98022.5n 0.391434m
98027.5n 0.0263465m
98085n 0m
98502.5n 0.0400922m
98507.5n 0.763004m
98512.5n 3.03322m
98517.5n 2.86784m
98522.5n 0.760499m
98527.5n 0.0513681m
98585n 0m
99002.5n 0.0350247m
99007.5n 0.856855m
99012.5n 3.44368m
99017.5n 3.49622m
99022.5n 0.866862m
99027.5n 0.0562898m
99032.5n 0.00125088m
99085n 0m
99502.5n 0.247125m
99507.5n 3.82734m
99512.5n 15.7179m
99517.5n 15.5726m
99522.5n 4.09185m
99527.5n 0.27072m
99532.5n 0.00248367m
99585n 0m
100002n 0.0681316m
100008n 1.40103m
100012n 5.26223m
100018n 5.40841m
100022n 1.39236m
100028n 0.0929067m
100032n 0.00123876m
100085n 0m
100502n 0.190931m
100508n 3.06967m
100512n 11.8673m
100518n 12.3378m
100522n 3.15467m
100528n 0.171222m
100532n 0.00246362m
100585n 0m
101002n 0.0528849m
101008n 0.949469m
101012n 3.43014m
101018n 3.24812m
101022n 0.878135m
101028n 0.0504251m
101085n 0m
101502n 0.0294842m
101508n 0.573713m
101512n 2.39436m
101518n 2.49264m
101522n 0.606882m
101528n 0.0454547m
101585n 0m
102002n 0.122467m
102008n 1.67903m
102012n 6.85204m
102018n 6.67569m
102022n 1.69495m
102028n 0.120018m
102032n 0.00122467m
102085n 0m
102502n 0.0269248m
102508n 0.326769m
102512n 1.43313m
102518n 1.48943m
102522n 0.373275m
102528n 0.0220294m
102585n 0m
103002n 0.120758m
103008n 1.86626m
103012n 7.18571m
103018n 7.22231m
103022n 1.80039m
103028n 0.100022m
103032n 0.00121978m
103085n 0m
103502n 0.0438439m
103508n 0.895146m
103512n 3.26759m
103518n 3.3845m
103522n 0.885403m
103528n 0.0487154m
103585n 0m
104002n 0.813688m
104008n 13.4989m
104012n 53.6797m
104018n 52.9966m
104022n 13.5464m
104028n 0.845761m
104032n 0.0142544m
104085n 0m
104502n 0.0829533m
104508n 1.2526m
104512n 5.15614m
104518n 5.19999m
104522n 1.28341m
104528n 0.0592524m
104532n 0.00118505m
104585n 0m
105002n 0.0461372m
105008n 0.985444m
105012n 3.66968m
105018n 3.79272m
105022n 0.903817m
105028n 0.0638823m
105032n 0.00118301m
105085n 0m
105502n 0.0672865m
105508n 1.18637m
105512n 4.68526m
105518n 4.58138m
105522n 1.20407m
105528n 0.0802716m
105585n 0m
106002n 0.0436116m
106008n 0.821548m
106012n 3.20604m
106018n 3.32273m
106022n 0.815654m
106028n 0.0388968m
106085n 0m
106502n 0.207427m
106508n 3.10554m
106512n 12.4585m
106518n 12.5065m
106522n 3.1489m
106528n 0.209771m
106532n 0.00234381m
106585n 0m
107002n 0.0152282m
107008n 0.234281m
107012n 0.911352m
107018n 0.948837m
107022n 0.210853m
107028n 0.0222567m
107085n 0m
107585n 0m
108002n 0.051443m
108008n 1.01015m
108012n 4.06751m
108018n 4.28146m
108022n 1.04055m
108028n 0.0678113m
108032n 0.00350748m
108085n 0m
108502n 0.067696m
108508n 0.912729m
108512n 3.72095m
108518n 3.67192m
108522n 0.906893m
108528n 0.0548571m
108585n 0m
109002n 0.0652508m
109008n 0.935649m
109012n 3.59462m
109018n 3.72046m
109022n 0.948466m
109028n 0.054764m
109032n 0.00116519m
109085n 0m
109585n 0m
110002n 0.0605002m
110008n 0.812098m
110012n 3.15415m
110018n 3.2577m
110022n 0.800464m
110028n 0.0570098m
110032n 0.00116346m
110085n 0m
110502n 0.0186036m
110508n 0.367421m
110512n 1.36155m
110518n 1.39295m
110522n 0.330214m
110528n 0.0174409m
110585n 0m
111085n 0m
111502n 0.0545673m
111508n 0.817348m
111512n 3.2125m
111518n 3.18812m
111522n 0.810382m
111528n 0.0441182m
111585n 0m
112002n 0.0417521m
112008n 0.597287m
112012n 2.25577m
112018n 2.33232m
112022n 0.536978m
112028n 0.0347934m
112085n 0m
112502n 0.00347861m
112508n 0.108996m
112512n 0.470772m
112518n 0.452219m
112522n 0.117113m
112528n 0.00579768m
112585n 0m
113002n 0.176589m
113008n 2.63845m
113012n 10.0333m
113018n 9.94208m
113022n 2.45493m
113028n 0.143118m
113085n 0m
113502n 0.18707m
113508n 3.02181m
113512n 12.1928m
113518n 12.264m
113522n 3.11592m
113528n 0.198546m
113532n 0.00459067m
113585n 0m
114002n 0.0756039m
114008n 1.03669m
114012n 4.18685m
114018n 3.95546m
114022n 0.979414m
114028n 0.0744583m
114085n 0m
114502n 0.0160305m
114508n 0.214122m
114512n 0.912593m
114518n 0.909158m
114522n 0.220992m
114528n 0.0171755m
114585n 0m
115002n 0.12092m
115008n 2.04766m
115012n 8.12788m
115018n 8.09252m
115022n 2.02712m
115028n 0.114076m
115085n 0m
115502n 0.00798363m
115508n 0.0969441m
115512n 0.445943m
115518n 0.455067m
115522n 0.126598m
115528n 0.00798363m
115585n 0m
116002n 0.00798032m
116008n 0.210908m
116012n 0.937118m
116018n 0.886955m
116022n 0.218889m
116028n 0.0182407m
116085n 0m
116502n 0.0330202m
116508n 0.694563m
116512n 2.72132m
116518n 2.65642m
116522n 0.678622m
116528n 0.0455451m
116532n 0.00113863m
116585n 0m
117002n 0.0159342m
117008n 0.211697m
117012n 0.921906m
117018n 0.891176m
117022n 0.22194m
117028n 0.0136579m
117085n 0m
117502n 0.0862497m
117508n 1.63761m
117512n 6.25878m
117518n 6.2724m
117522n 1.55023m
117528n 0.0794405m
117532n 0.00113486m
117585n 0m
118002n 0.0204149m
118008n 0.349322m
118012n 1.3678m
118018n 1.3247m
118022n 0.320968m
118028n 0.0181466m
118085n 0m
118502n 1.01099m
118508n 16.541m
118512n 64.8694m
118518n 64.986m
118522n 16.5696m
118528n 1.01539m
118532n 0.00990086m
118585n 0m
119002n 0.0406629m
119008n 0.557191m
119012n 2.17821m
119018n 2.13535m
119022n 0.548399m
119028n 0.0351679m
119085n 0m
119502n 0.0493955m
119508n 0.653119m
119512n 2.56637m
119518n 2.62126m
119522n 0.650923m
119528n 0.0428095m
119532n 0.00109768m
119585n 0m
120002n 0.0372764m
120008n 0.69948m
120012n 2.55891m
120018n 2.66855m
120022n 0.577784m
120028n 0.0339873m
120085n 0m
120502n 0.0405089m
120508n 0.790471m
120512n 3.15093m
120518n 2.96262m
120522n 0.65909m
120528n 0.0591211m
120585n 0m
121002n 0.117843m
121008n 1.91495m
121012n 7.26807m
121018n 7.29644m
121022n 1.82984m
121028n 0.118934m
121032n 0.00109114m
121085n 0m
121502n 0.0642495m
121508n 1.08026m
121512n 4.3559m
121518n 4.2666m
121522n 1.06175m
121528n 0.0598936m
121532n 0.00108898m
121585n 0m
122002n 0.0956024m
122008n 1.30258m
122012n 5.07019m
122018n 5.17557m
122022n 1.32322m
122028n 0.0673563m
122032n 0.00108639m
122085n 0m
122502n 0.0347302m
122508n 0.552427m
122512n 2.11746m
122518n 2.17932m
122522n 0.506844m
122528n 0.0358155m
122585n 0m
123002n 0.0390175m
123008n 0.771679m
123012n 3.00326m
123018n 2.97834m
123022n 0.752171m
123028n 0.0401013m
123085n 0m
123585n 0m
124002n 0.252901m
124008n 3.82688m
124012n 15.3108m
124018n 15.1504m
124022n 3.96248m
124028n 0.234606m
124085n 0m
124502n 0.106209m
124508n 1.73045m
124512n 6.69758m
124518n 6.81452m
124522n 1.73581m
124528n 0.0783154m
124532n 0.00107281m
124585n 0m
125002n 0.0994803m
125008n 1.56922m
125012n 6.28651m
125018n 6.36032m
125022n 1.62805m
125028n 0.097341m
125032n 0.00427872m
125085n 0m
125502n 0.0427373m
125508n 0.630375m
125512n 2.4809m
125518n 2.57065m
125522n 0.644265m
125528n 0.0416689m
125585n 0m
126002n 0.017085m
126008n 0.320343m
126012n 1.27603m
126018n 1.26108m
126022n 0.308597m
126028n 0.0181528m
126032n 0.00106781m
126085n 0m
126502n 0.121306m
126508n 1.85683m
126512n 7.52203m
126518n 7.70718m
126522n 1.83449m
126528n 0.108537m
126532n 0.00106409m
126585n 0m
127002n 0.053122m
127008n 0.8882m
127012n 3.284m
127018n 3.3775m
127022n 0.847828m
127028n 0.0478098m
127032n 0.00106244m
127085n 0m
127502n 0.040326m
127508n 0.666439m
127512n 2.53629m
127518n 2.46837m
127522n 0.61444m
127528n 0.040326m
127532n 0.00106121m
127585n 0m
128002n 0.104716m
128008n 1.80132m
128012n 7.14183m
128018n 7.04346m
128022n 1.78123m
128028n 0.108947m
128085n 0m
128502n 0.0369923m
128508n 0.431224m
128512n 1.69213m
128518n 1.61075m
128522n 0.435452m
128528n 0.0211384m
128585n 0m
129002n 0.0306272m
129008n 0.400265m
129012n 1.67393m
129018n 1.65704m
129022n 0.426668m
129028n 0.0359077m
129085n 0m
129502n 0.135716m
129508n 2.09571m
129512n 8.35865m
129518n 8.17559m
129522n 2.12833m
129528n 0.145185m
129585n 0m
130002n 0.174691m
130008n 3.20616m
130012n 12.3654m
130018n 12.4146m
130022n 3.02101m
130028n 0.192474m
130032n 0.00313816m
130085n 0m
130585n 0m
131002n 0.0428312m
131008n 0.769916m
131012n 2.81641m
131018n 2.89789m
131022n 0.742755m
131028n 0.0417865m
131085n 0m
131502n 0.059444m
131508n 0.954233m
131512n 3.70743m
131518n 3.66884m
131522n 0.93859m
131528n 0.0573583m
131585n 0m
132002n 0.0499822m
132008n 0.837202m
132012n 3.30716m
132018n 3.2249m
132022n 0.845533m
132028n 0.0645604m
132085n 0m
132502n 0.0789739m
132508n 1.13889m
132512n 4.48281m
132518n 4.5171m
132522n 1.12226m
132528n 0.0872869m
132532n 0.00207826m
132585n 0m
133002n 0.135562m
133008n 2.26109m
133012n 9.04333m
133018n 8.90776m
133022n 2.25488m
133028n 0.161433m
133032n 0.00206965m
133085n 0m
133502n 0.0547734m
133508n 0.70482m
133512n 2.87199m
133518n 2.79241m
133522n 0.766828m
133528n 0.040305m
133532n 0.00103346m
133585n 0m
134002n 0.350847m
134008n 5.64322m
134012n 22.2026m
134018n 22.1934m
134022n 5.51945m
134028n 0.33755m
134032n 0.00306863m
134085n 0m
134502n 47.3576m
134508n 758.786m
134512n 3017.74m
134518n 3021.26m
134522n 763.922m
134528n 47.4471m
134532n 0.68831m
134538n 0.00308659m
134585n 0m
135002n 0.482995m
135008n 7.58334m
135012n 31.5147m
135018n 31.6839m
135022n 8.18324m
135028n 0.532218m
135032n 0.0030764m
135085n 0m
135502n 0.0430587m
135508n 0.584368m
135512n 2.42667m
135518n 2.44204m
135522n 0.621276m
135528n 0.0338319m
135585n 0m
136002n 0.168988m
136008n 2.50716m
136012n 9.81972m
136018n 9.55241m
136022n 2.32281m
136028n 0.20893m
136085n 0m
136502n 0.125845m
136508n 2.53225m
136512n 9.55808m
136518n 9.61947m
136522n 2.57215m
136528n 0.141192m
136532n 0.00306939m
136585n 0m
137002n 0.0368234m
137008n 0.61986m
137012n 2.38431m
137018n 2.48865m
137022n 0.579968m
137028n 0.0245489m
137032n 0.00306861m
137085n 0m
137502n 0.0490792m
137508n 0.883425m
137512n 3.68401m
137518n 3.58278m
137522n 0.953977m
137528n 0.0490792m
137585n 0m
138002n 0.113424m
138008n 1.57874m
138012n 5.93483m
138018n 5.96241m
138022n 1.62779m
138028n 0.110358m
138085n 0m
138502n 2.33966m
138508n 37.1478m
138512n 145.283m
138518n 144.51m
138522n 36.7131m
138528n 2.26721m
138532n 0.0271703m
138585n 0m
139002n 0.355568m
139008n 4.45666m
139012n 17.8658m
139018n 17.7151m
139022n 4.50487m
139028n 0.292289m
139032n 0.00301329m
139085n 0m
139502n 0.0692627m
139508n 1.55992m
139512n 5.95659m
139518n 5.87227m
139522n 1.49668m
139528n 0.102388m
139585n 0m
140002n 0.414443m
140008n 6.71218m
140012n 26.3982m
140018n 25.5753m
140022n 6.52297m
140028n 0.444475m
140085n 0m
140502n 0.269787m
140508n 4.55641m
140512n 17.9109m
140518n 17.2664m
140522n 4.65234m
140528n 0.302761m
140585n 0m
141002n 0.230448m
141008n 3.77395m
141012n 15.4609m
141018n 15.3861m
141022n 3.86075m
141028n 0.185555m
141032n 0.00897848m
141085n 0m
141502n 0.0897073m
141508n 2.04832m
141512n 8.274m
141518n 8.40557m
141522n 1.99449m
141528n 0.110639m
141532n 0.00598048m
141585n 0m
142002n 2.02581m
142008n 30.0919m
142012n 118.708m
142018n 118.33m
142022n 30.1125m
142028n 1.88702m
142032n 0.0354369m
142085n 0m
142502n 0.426896m
142508n 7.31022m
142512n 28.7375m
142518n 29.4175m
142522n 7.25134m
142528n 0.447505m
142532n 0.00294411m
142585n 0m
143002n 0.375933m
143008n 5.68598m
143012n 22.9906m
143018n 23.5164m
143022n 5.79465m
143028n 0.364185m
143085n 0m
143502n 0.237492m
143508n 3.92595m
143512n 16.0556m
143518n 16.7007m
143522n 3.87317m
143528n 0.246288m
143585n 0m
144002n 0.307265m
144008n 4.45388m
144012n 18.8046m
144018n 18.4154m
144022n 4.55045m
144028n 0.283855m
144032n 0.00585267m
144085n 0m
144502n 0.864114m
144508n 13.8287m
144512n 54.9687m
144518n 55.4749m
144522n 13.6309m
144528n 0.855385m
144532n 0.0203663m
144585n 0m
145002n 0.412057m
145008n 6.20697m
145012n 25.4779m
145018n 24.9352m
145022n 6.37818m
145028n 0.414959m
145032n 0.00290181m
145085n 0m
145502n 0.0348092m
145508n 0.847024m
145512n 3.44901m
145518n 3.47512m
145522n 0.820917m
145528n 0.0725192m
145585n 0m
146002n 0.1449m
146008n 2.24594m
146012n 9.25329m
146018n 9.0939m
146022n 2.3039m
146028n 0.142002m
146085n 0m
146502n 0.170777m
146508n 2.8048m
146512n 11.4016m
146518n 11.555m
146522n 2.85111m
146528n 0.15341m
146532n 0.00289453m
146585n 0m
147002n 0.0867841m
147008n 1.3654m
147012n 5.89843m
147018n 5.64386m
147022n 1.37408m
147028n 0.0954625m
147085n 0m
147502n 0.0144623m
147508n 0.268999m
147512n 1.18012m
147518n 1.13674m
147522n 0.248751m
147528n 0.037602m
147585n 0m
148002n 0.193541m
148008n 3.2122m
148012n 12.4646m
148018n 12.531m
148022n 3.17464m
148028n 0.196429m
148032n 0.00288867m
148085n 0m
148502n 0.86485m
148508n 12.7027m
148512n 50.5722m
148518n 51.3997m
148522n 12.9469m
148528n 0.795892m
148532n 0.0143663m
148585n 0m
149002n 0.226665m
149008n 3.4717m
149012n 13.3158m
149018n 13.9528m
149022n 3.23643m
149028n 0.212319m
149032n 0.00860752m
149085n 0m
149502n 0.94322m
149508n 16.656m
149512n 65.1278m
149518n 64.9995m
149522n 16.5705m
149528n 0.940371m
149532n 0.014248m
149585n 0m
150002n 0.346918m
150008n 5.24358m
150012n 20.1468m
150018n 20.1212m
150022n 5.03031m
150028n 0.290046m
150032n 0.00284359m
150085n 0m
150502n 0.159073m
150508n 2.55369m
150512n 9.87957m
150518n 10.2943m
150522n 2.53665m
150528n 0.136348m
150532n 0.00284059m
150585n 0m
151002n 0.0312392m
151008n 0.590704m
151012n 2.21798m
151018n 2.23218m
151022n 0.559465m
151028n 0.0482787m
151085n 0m
151585n 0m
152002n 0.0283893m
152008n 0.865873m
152012n 3.46349m
152018n 3.2818m
152022n 0.828966m
152028n 0.0425839m
152085n 0m
152585n 0m
153002n 0.0425739m
153008n 0.52224m
153012n 2.26209m
153018n 2.15992m
153022n 0.627256m
153028n 0.0596035m
153032n 0.00283826m
153085n 0m
153502n 0.0227034m
153508n 0.337714m
153512n 1.08125m
153518n 1.10963m
153522n 0.278117m
153528n 0.00851379m
153585n 0m
154002n 0.683736m
154008n 10.7561m
154012n 42.2899m
154018n 42.2137m
154022n 10.7166m
154028n 0.692213m
154085n 0m
154502n 0.253838m
154508n 4.12346m
154512n 16.5756m
154518n 16.9226m
154522n 4.16577m
154528n 0.253838m
154585n 0m
155002n 0.13527m
155008n 2.04314m
155012n 7.63149m
155018n 7.92458m
155022n 1.88533m
155028n 0.101453m
155032n 0.00281813m
155085n 0m
155502n 0.101394m
155508n 1.35755m
155512n 5.46399m
155518n 5.6358m
155522n 1.43359m
155528n 0.0873113m
155532n 0.00281649m
155585n 0m
156002n 0.407255m
156008n 6.57226m
156012n 26.8143m
156018n 26.5727m
156022n 6.69584m
156028n 0.339848m
156085n 0m
156502n 0.101053m
156508n 1.33615m
156512n 5.54389m
156518n 5.54389m
156522n 1.38667m
156528n 0.123509m
156585n 0m
157002n 0.0420957m
157008n 0.530406m
157012n 2.13004m
157018n 2.28159m
157022n 0.583727m
157028n 0.0420957m
157032n 0.00280638m
157085n 0m
157502n 0.182141m
157508n 3.61479m
157512n 14.4031m
157518n 14.3863m
157522n 3.58677m
157528n 0.243788m
157532n 0.00840649m
157585n 0m
158002n 0.0812252m
158008n 1.12315m
158012n 4.40857m
158018n 4.42817m
158022n 1.10634m
158028n 0.0532165m
158032n 0.00280087m
158085n 0m
158502n 0.198586m
158508n 3.29765m
158512n 13.4423m
158518n 13.1123m
158522n 3.35079m
158528n 0.153834m
158532n 0.00279699m
158585n 0m
159002n 0.0391488m
159008n 0.609603m
159012n 2.16437m
159018n 2.16437m
159022n 0.578843m
159028n 0.0363525m
159085n 0m
159502n 0.203827m
159508n 3.61584m
159512n 14.1423m
159518n 14.4773m
159522n 3.63539m
159528n 0.217788m
159585n 0m
160002n 0.36489m
160008n 5.84102m
160012n 22.9908m
160018n 23.1663m
160022n 5.75189m
160028n 0.356533m
160032n 0.00557083m
160085n 0m
160502n 0.0946498m
160508n 1.41418m
160512n 5.5398m
160518n 5.35328m
160522n 1.43367m
160528n 0.0807307m
160585n 0m
161002n 0.369314m
161008n 5.92569m
161012n 23.9666m
161018n 24.4719m
161022n 5.96179m
161028n 0.385975m
161032n 0.0027768m
161085n 0m
161502n 0.0804903m
161508n 1.16295m
161512n 4.26599m
161518n 4.46582m
161522n 1.05192m
161528n 0.0721637m
161585n 0m
162002n 0.174638m
162008n 2.89123m
162012n 12.0029m
162018n 12.1027m
162022n 3.12963m
162028n 0.185726m
162085n 0m
162585n 0m
163002n 0.0803431m
163008n 1.34367m
163012n 5.49103m
163018n 5.48826m
163022n 1.35198m
163028n 0.0941953m
163032n 0.00277045m
163085n 0m
163502n 0.044312m
163508n 0.767152m
163512n 3.23755m
163518n 3.4231m
163522n 0.794847m
163528n 0.0415425m
163585n 0m
164002n 0.0304576m
164008n 0.63684m
164012n 2.24278m
164018n 2.0545m
164022n 0.545467m
164028n 0.0276887m
164085n 0m
164502n 0.386538m
164508n 6.75612m
164512n 27.7341m
164518n 26.9279m
164522n 6.76717m
164528n 0.441757m
164532n 0.00552197m
164585n 0m
165002n 0.0469207m
165008n 0.819732m
165012n 3.09952m
165018n 3.40313m
165022n 0.841812m
165028n 0.066241m
165032n 0.00276004m
165085n 0m
165502n 0.0193181m
165508n 0.275973m
165512n 1.01834m
165518n 1.15081m
165522n 0.275973m
165528n 0.0193181m
165585n 0m
166002n 0.184712m
166008n 2.52256m
166012n 9.88349m
166018n 9.63261m
166022n 2.41504m
166028n 0.170928m
166085n 0m
166502n 9.46517m
166508n 147.808m
166512n 591.758m
166518n 588.188m
166522n 148.54m
166528n 9.14699m
166532n 0.131928m
166585n 0m
167002n 0.038794m
167008n 0.504322m
167012n 2.04056m
167018n 2.07419m
167022n 0.486218m
167028n 0.0284489m
167085n 0m
167502n 0.484666m
167508n 7.51233m
167512n 30.552m
167518n 30.4876m
167522n 7.79076m
167528n 0.487244m
167532n 0.0154681m
167585n 0m
168002n 0.203403m
168008n 3.16434m
168012n 12.2737m
168018n 11.9442m
168022n 3.14632m
168028n 0.164782m
168085n 0m
168502n 0.138932m
168508n 1.81126m
168512n 7.10868m
168518n 7.07009m
168522n 1.77267m
168528n 0.0977669m
168532n 0.00514563m
168585n 0m
169002n 0.0771353m
169008n 1.48357m
169012n 5.97027m
169018n 6.28652m
169022n 1.51442m
169028n 0.0899912m
169032n 0.00257118m
169085n 0m
169502n 0.184889m
169508n 3.09176m
169512n 12.1719m
169518n 12.1539m
169522n 2.97877m
169528n 0.228544m
169532n 0.00256791m
169585n 0m
170002n 0.0795714m
170008n 0.998492m
170012n 4.12231m
170018n 3.99654m
170022n 0.995926m
170028n 0.0718709m
170085n 0m
170502n 0.120564m
170508n 1.56476m
170512n 6.09232m
170518n 6.08206m
170522n 1.43138m
170528n 0.100042m
170585n 0m
171002n 0.128151m
171008n 2.11449m
171012n 8.00174m
171018n 8.0812m
171022n 2.06579m
171028n 0.11021m
171032n 0.00256302m
171085n 0m
171502n 0.0742882m
171508n 1.29876m
171512n 5.07722m
171518n 5.04135m
171522n 1.24241m
171528n 0.0717266m
171532n 0.00256166m
171585n 0m
172002n 0.385914m
172008n 5.52803m
172012n 22.337m
172018n 22.0482m
172022n 5.56636m
172028n 0.347578m
172032n 0.00766716m
172085n 0m
172502n 3.51252m
172508n 58.0389m
172512n 227.643m
172518n 228.306m
172522n 57.6223m
172528n 3.52749m
172532n 0.0573779m
172585n 0m
173002n 0.323577m
173008n 5.46098m
173012n 21.6m
173018n 21.7817m
173022n 5.2295m
173028n 0.350956m
173032n 0.00746716m
173085n 0m
173502n 0.188896m
173508n 3.48713m
173512n 13.7348m
173518n 13.6652m
173522n 3.4921m
173528n 0.226179m
173532n 0.00248548m
173585n 0m
174002n 0.146508m
174008n 2.20755m
174012n 8.94196m
174018n 8.68371m
174022n 2.23983m
174028n 0.126643m
174032n 0.00248319m
174085n 0m
174502n 0.171147m
174508n 2.76564m
174512n 10.6731m
174518n 10.9385m
174522n 2.57961m
174528n 0.153784m
174532n 0.00248039m
174585n 0m
175002n 0.0347184m
175008n 0.495977m
175012n 1.91447m
175018n 1.97151m
175022n 0.508376m
175028n 0.0347184m
175085n 0m
175502n 0.143716m
175508n 2.06901m
175512n 7.91923m
175518n 7.6095m
175522n 1.93521m
175528n 0.13876m
175532n 0.00247786m
175585n 0m
176002n 0.121316m
176008n 1.96086m
176012n 7.92018m
176018n 7.7543m
176022n 1.91382m
176028n 0.131219m
176032n 0.00247583m
176085n 0m
176502n 0.207736m
176508n 2.68573m
176512n 10.7751m
176518n 10.6762m
176522n 2.69563m
176528n 0.158275m
176532n 0.0049461m
176585n 0m
177002n 0.274005m
177008n 4.2261m
177012n 17.5536m
177018n 17.6376m
177022n 4.46555m
177028n 0.269068m
177032n 0.00493704m
177085n 0m
177585n 0m
178002n 0.418412m
178008n 7.18192m
178012n 27.8982m
178018n 28.3339m
178022n 7.00963m
178028n 0.524246m
178032n 0.0049225m
178085n 0m
178502n 0.04921m
178508n 0.725847m
178512n 2.94276m
178518n 2.88616m
178522n 0.716005m
178528n 0.059052m
178585n 0m
179002n 0.14745m
179008n 2.93672m
179012n 11.6166m
179018n 11.7641m
179022n 2.85562m
179028n 0.16711m
179085n 0m
179502n 0.117865m
179508n 1.9374m
179512n 7.7496m
179518n 7.7717m
179522n 1.95459m
179528n 0.108043m
179532n 0.00245551m
179585n 0m
180085n 0m
180502n 0.215801m
180508n 3.08988m
180512n 12.4208m
180518n 12.6489m
180522n 3.31794m
180528n 0.179017m
180532n 0.00245228m
180585n 0m
181002n 0.264418m
181008n 3.8659m
181012n 15.2506m
181018n 15.6815m
181022n 3.87814m
181028n 0.23259m
181085n 0m
181585n 0m
182002n 0.117436m
182008n 1.70038m
182012n 6.82843m
182018n 6.63515m
182022n 1.72974m
182028n 0.112543m
182085n 0m
