% Model,One_8LayerNanosphere_CUBE_PML.mph
% Version,COMSOL 5.5.0.352
% Date,"Jun 22 2020, 19:25"
% Dimension,3
% Nodes,4365
% Expressions,4
% Description,"Electric field, x component, Electric field, y component, Electric field, z component, Electric field norm"
% Length unit,m
% X,Y,Z,ewfd.Ex (V/m) @ lambda0=400,ewfd.Ey (V/m) @ lambda0=400,ewfd.Ez (V/m) @ lambda0=400,ewfd.normE (V/m) @ lambda0=400
2.4012E-7,1.8836167423274574E-8,6.065275132872682E-8,0.33221402348188694-0.10305339903637373i,0.02302712555735841-1.4935985837129673E-4i,0.13022375971230746-0.018955401905367944i,0.3726549343849176
2.3253639553882398E-7,1.785941540700762E-8,5.6638026370377176E-8,0.33644551740957823-0.10249731639249494i,0.02279950072554008+4.5157830174587374E-4i,0.1285319695948195-4.4333688363329513E-4i,0.3758908890611057
2.3066606288442627E-7,4.318765654128443E-8,5.027915826532857E-8,0.23590811683754603-0.08557006391069655i,0.04072603827440665+0.002496763560758011i,0.0858280154237909+0.005825648858304353i,0.26877706791423184
2.4012E-7,5.161867477383183E-8,4.8520210281685764E-8,0.13013554146338435-0.06385005140364804i,0.032240984387620464+0.004710124744351043i,0.04411190771382343-0.007518927736458386i,0.15538686898129594
5.9125410589929477E-8,5.0458495788391675E-8,2.4012E-7,-0.38391964883237023+0.08755144582763162i,-0.04564291109786705+0.06591437793987626i,-0.7597601935176924+0.5495609153407285i,1.020194386890095
7.494554544447431E-8,3.305012412479929E-8,2.2559001421464916E-7,-0.3506425860546587+0.22206030348377134i,-0.02156212740102933+0.0522468742455948i,-0.7038052779359223+0.5630244087616311i,0.9941394054630711
2.122551617885041E-7,8.00904628423386E-8,7.831515853164008E-8,0.7039162708627512-0.1785008101381739i,0.17726841316732167-0.033041346693961575i,0.36791551307993514-0.053615247262613824i,0.835728699986079
2.2311436118200775E-7,3.129325422275025E-8,8.270860943393327E-8,0.7747800324782057-0.1830835894845678i,0.07405922260816078-0.0057336991595505395i,0.3734670998864993-0.056649392701813496i,0.8844216600979712
8.840821612685082E-8,-4.59455438482857E-8,2.4012E-7,-0.4323690411210681+0.08570894675311665i,-0.0073067032023888786-0.04362297437589121i,-0.5615049767175149+0.5073256736255984i,0.8770099366289513
9.873656970191923E-8,0,2.1874873045219624E-7,-0.27142998057204115+0.22896005953679804i,6.469828652191324E-4-0.0019762811868017077i,-0.446959453211492+0.48761118793354286i,0.7508904778347093
8.355508017386196E-8,1.3543501081167748E-8,2.4012E-7,-0.41697601762707176+0.11193847657894584i,-0.003246018727513615+0.016298039186894247i,-0.6331024552055818+0.5616788797450065i,0.9503118382389956
2.4012E-7,-4.9235632887736646E-8,9.521194156540843E-8,0.7113829870868398-0.14975152141801784i,-0.1011213916108457+0.009631929310219042i,0.390828872071187-0.07956303073128916i,0.8356067057448288
2.4011999999999996E-7,1.7236768719255502E-9,8.911480675704729E-8,0.6930451225477344-0.15646283437627037i,0.0038477012041373587-8.322647759162887E-4i,0.36091190965282666-0.07247133197227679i,0.8002268736906742
2.1607807338079987E-7,0,1.0445219568975704E-7,1.034920522606443-0.19790359891462528i,1.415864569969922E-4-4.583034412708453E-4i,0.5660566562769906-0.09596920456258892i,1.1999699160975825
1.5366077893694394E-7,-1.0053138485588459E-7,2.4012E-7,-0.2763076469238242-0.030805260625396996i,-0.1588178896682415+0.004252667904868896i,-0.10368964332160971+0.24076954152493843i,0.4173817176244594
1.6247295421737798E-7,-6.780158373580806E-8,1.6311187691518364E-7,0.7085896675502281+0.008901216394905749i,-0.23254732424402225+0.004204988953637489i,0.5735656325629814-0.002796314945115603i,0.9421426492253975
1.9924607819109003E-7,-5.1747430136866977E-8,1.2338234800691762E-7,1.0914878009319315-0.15649264229336793i,-0.19427081776159483+0.02197862713967527i,0.6935180471786816-0.10925007990570805i,1.3223759759069862
1.1967001785906375E-7,-5.0986882023399E-8,2.0169140955217546E-7,-0.024291303484813745+0.18506932696276i,-0.08098792580911741-0.0401657518483893i,-0.07025656518909974+0.2992741610396869i,0.3734387706668672
2.4012E-7,-9.937568118688319E-8,1.542779146032665E-7,0.8328387858938321-0.07960215025555259i,-0.1698164026089097+0.02587434140256557i,0.5859094897600562-0.07957706046729963i,1.0397630382698142
5.2402646715398425E-8,9.640741019415721E-8,2.4012E-7,-0.4387463788390075+0.026105360130544968i,-0.060099372865765555+0.07068624236949281i,-0.6708140806167453+0.4123200671585248i,0.9067166398361385
8.018835476674276E-8,8.535030935895622E-8,2.0948783366136915E-7,-0.30234508714772307+0.2192725225063849i,-6.127713106823319E-4+0.0853739613186628i,-0.4921035900043803+0.38013306976059535i,0.7307161258367931
4.892853863029073E-8,1.236970804630407E-7,1.9976243488810454E-7,-0.346893174501517+0.20097273554267822i,-0.09720802948227968+0.08323123977682508i,-0.595340329642884+0.2777315579693785i,0.7808454748787548
1.973872491613754E-9,1.518997348764058E-7,2.4012E-7,-0.40137048349775656-0.0881170293781409i,-0.15679952125660243+0.03284593368147957i,-0.5539598522935959+0.1488535201818533i,0.7251067676963091
0,1.426680625608629E-7,1.9299169685578824E-7,-0.29571595912304915+0.15181526498831255i,-0.2373524765473409+0.06460304617323769i,-0.6540884310952347+0.1744951098365921i,0.7948386719155237
-4.802400000000009E-8,2.4011999999999996E-7,2.4011999999999996E-7,-0.717455877165271-0.03756321592448038i,-0.0894032706709929-0.16219385939871483i,-0.41117315362518436-0.20823952741136237i,0.8778478131786907
-5.7722855884967685E-9,2.4012E-7,1.5689539592787328E-7,-0.435770486626434+0.14735114443099548i,-0.07790175215491113-0.07379217114774617i,-0.34872924124287025-0.01276146600761696i,0.5878783934415639
0,1.9387751256419834E-7,1.4146200197698194E-7,-0.274556691729461+0.17391183652155923i,-0.12764269350839266-0.03738239771886397i,-0.3183843977766064+0.014107753431818882i,0.4744920572209441
5.1281441864203204E-8,2.0513018604746764E-7,1.135421529321145E-7,0.09549147787477519+0.1560400667564081i,0.051497170901730886-0.15259487860893145i,0.06540471086236267+0.006536215527298824i,0.25500559080378754
3.487099464371942E-8,2.4011999999999996E-7,9.12505840293305E-8,0.20703835998657033+0.18386459211292336i,0.014553100231804771-0.17082973173914748i,0.10930427907167235+0.06739000729020576i,0.3502024435439647
9.203564685754603E-8,2.4012E-7,4.743671981758245E-8,0.48042114789771556+0.11836005375666253i,0.0715838362677632-0.27550751841107923i,0.303478884767196+0.09959656216931397i,0.654255763276819
7.27392737487476E-8,2.1891528652027824E-7,6.62200527200731E-8,0.41647201180557347+0.07029969322366135i,0.11528521334452191-0.2534956233635879i,0.27570864223706537+0.030541375777121335i,0.5770788748041057
1.173826818024699E-7,2.0579571684346196E-7,3.8333131123686526E-8,0.39830347074936395-0.04230410714130001i,0.12058631592579387-0.2722586552981997i,0.26838654448729293+0.03735000201506937i,0.5681066565708529
2.4012E-7,9.461546209397911E-8,5.0099412308760255E-8,0.11101156795774596-0.06520088697309624i,0.051739605310991636-0.0177205624604148i,0.07265644879277816-0.032790070188577526i,0.16173941985110932
2.041227083186793E-7,1.1941075085191744E-7,4.09266725941491E-8,0.18717626447560243-0.11629715646814291i,0.07161515149109685-0.056041561226800304i,0.12945663792989398+0.002266900374475435i,0.27413869165940724
1.5099788594628352E-7,2.4012E-7,-1.3964067213230628E-8,-0.04892420845718582-0.0014108528051020957i,-0.050628785186152346-0.223101846880873i,-0.023246755210813104+0.07876888204661132i,0.24991287649087238
1.4234552843648783E-7,1.9322972517516647E-7,0,0.03795415535127958-0.08848135770077073i,-0.017164338705138286-0.2072574229367491i,0.06104819381071491+0.06082326841699528i,0.25147529040829075
2.4011999999999996E-7,1.446497141972514E-7,6.115427406544037E-9,-0.4143629616163399+0.012032875143543544i,-0.09271857792013516-0.041854770922536706i,-0.15804762442612266-0.04121975717106i,0.4598236783481522
1.9403759800166326E-7,1.41242347868837E-7,0,-0.27192992007307826-0.03114886530915737i,-0.09139219414397985-0.05774741854691098i,-0.029079092047371677+0.03661707744651132i,0.3072585677893898
2.4012000000000006E-7,2.4012000000000006E-7,-4.802399999999996E-8,-0.6966449753986901-0.16254265490346018i,-0.09364414078493292-0.18039408868925064i,-0.394241964244785-0.062077381545032416i,0.8536218738821117
2.4011999999999996E-7,4.8902291044878526E-8,1.0028973343042714E-7,0.7591917854034409-0.15298377226588494i,0.10631344229434946-0.01154806316135854i,0.4300233145701361-0.08648498930024245i,0.8966078391981173
1.8236249497246518E-7,1.337417192771508E-7,8.03559142329264E-8,0.6796043067258429-0.13391206971218111i,0.2709132398256269-0.10508438441857865i,0.4313351563252911-0.05531063880329472i,0.8684704209032943
2.4012E-7,9.707305920868896E-8,1.0152925870287953E-7,0.6668148206885007-0.11064970374876719i,0.1477725058975142-0.026615265184788753i,0.4189550257723327-0.06756317541468804i,0.8122819319257072
1.0454726085762513E-7,6.930917968481707E-8,2.4012E-7,-0.42589751495650724+0.041583789304862846i,0.05606322117937657+0.03726981811949434i,-0.42464959953148235+0.42587507685561166i,0.7414774456635483
1.6920183436117224E-7,1.1104117478480168E-7,1.2899843701078537E-7,0.8431719206493988-0.06989621000662302i,0.3431765762611815-0.06043557964278875i,0.6216495357384788-0.07556323727520302i,1.1091955144305952
1.235281282307888E-7,5.1900563962974035E-8,1.991158783124115E-7,0.025649259406767412+0.17597214766816854i,0.09095428946405387+0.037189926136058184i,-0.010273725310972433+0.2718443391943509i,0.34248923904212375
1.1528615359650476E-7,1.2115142368067017E-7,1.7213783816775985E-7,0.12759775489298203+0.15236823096071136i,0.2045634294164969+0.00731585125607712i,0.13870693949713517+0.10018928972283934i,0.33523707672602754
2.0345477104935974E-7,4.615087478905188E-8,1.1864338537591501E-7,1.0910605984898825-0.16762429862592643i,0.17024334844405742-0.018550016285184424i,0.6739008657358768-0.10837307766910848i,1.3096184780587785
1.485646045836039E-7,0,1.8848980975946203E-7,0.39029872405499116+0.09158495981733222i,0.0017687409347778896+0.001830424151033737i,0.3252910210298846+0.1473759643674203i,0.5376189979390492
1.5553862056512977E-7,3.427224015630074E-9,2.4012E-7,-0.19746394641762294-0.054909278460620894i,0.0068340540769614615+2.2362184837743505E-4i,-0.07114143436771478+0.30350297291889095i,0.3756459400166227
1.915649170865613E-7,0,1.4457806872947856E-7,1.0692022810608124-0.10329176376077576i,8.571295429058801E-4-5.817862018860459E-4i,0.7544906138699279-0.09375296524878604i,1.317343648087648
2.4012E-7,-1.1123317515662327E-9,1.5415110108424347E-7,0.9669544236122205-0.14456181337133678i,-0.0016572253752140619+4.6863371451975086E-4i,0.6447762149541101-0.11184046706046057i,1.1767365170768542
2.4012000000000006E-7,-4.802399999999996E-8,2.4012000000000006E-7,0.3438062943225983-0.21055732525530022i,-0.015896798702228154+0.005502885753108739i,0.2960556164643483-0.10914964511987801i,0.5256934024145614
5.690149519733877E-8,1.6906771933085417E-7,1.6055630203941158E-7,-0.18983641685360425+0.19905690898475067i,0.003845695025847373-0.02729622648432371i,-0.1970405746078858+0.07023894717027682i,0.3478846828430246
1.2340384998026288E-7,1.7475608104660355E-7,1.0877408674533531E-7,0.506523832513537+0.04120187113263751i,0.2948566608719419-0.17977272312516399i,0.4357793520629347-0.042978169096865235i,0.7552045830682583
1.3514302420822504E-7,1.8534513669769885E-7,1.690692302761743E-7,0.20367717289937085+0.14448311088085272i,0.22213806616792253-0.0975802469536702i,0.24281396787453977+0.0810038505632737i,0.43376472092899127
9.528416434937489E-8,1.5112231674277108E-7,2.4012E-7,-0.5555367357721611+0.020785670319960616i,0.12875283263780787-0.010381672557081926i,-0.3904793590567661+0.2535838192641084i,0.7379213491899917
4.802399999999996E-8,2.4012000000000006E-7,2.4012000000000006E-7,-0.7993884112270099-0.011524323601085604i,0.11119677497537055-0.0560399676400503i,-0.3780571749671796+0.03591614424211385i,0.8963364238249372
9.182210377123892E-8,2.4012E-7,1.446382928787674E-7,0.12176941531293531+0.25585147476293957i,0.09096247152614381-0.17691794332165423i,0.16496245444083255+0.09346144452705571i,0.39586069465472395
1.710147346571876E-7,2.4012E-7,8.993080181491374E-8,0.5455848991148659+0.24229623168343686i,0.07934515236337002-0.1873577384777738i,0.45953605363584027+0.06520980747721204i,0.7837164109886848
1.6582473058023013E-7,1.676525091892793E-7,4.4663126743799974E-8,0.3506961078444676-0.11057628457228708i,0.13483690574680168-0.17916156784118906i,0.24620214163932932+0.002287381692584391i,0.4973159884420447
2.4012E-7,1.5564332915937935E-7,1.0092060831572699E-7,0.5539973834588001-0.026868631029280034i,0.1252938502377987-0.039963537978757326i,0.4016243945871113-0.038511192351859014i,0.700431604084925
1.9314178744239056E-7,1.6813952049985725E-7,1.3448242538118712E-7,0.6811941149549424+0.04802547973653868i,0.22149425477903234-0.0788194886166565i,0.5374067774240338-0.0033314108747183315i,0.9007301558375091
2.4011999999999996E-7,2.4011999999999996E-7,4.802400000000009E-8,-0.057770194847339466+0.11936308388085526i,-0.16673931544886178-0.03465102248908026i,0.14366742039426317-0.03634996372811459i,0.2813378906616992
2.4012E-7,9.730866369590509E-8,1.5740979217493106E-7,0.8347893836856561-0.081193830710086i,0.16787895313857315-0.024158573250369738i,0.5872174038222705-0.08287096790951423i,1.0420985508029101
1.6417588953852583E-7,6.165141786580847E-8,1.6384559795542036E-7,0.7209302395798297+0.007461414424783679i,0.21153404243635174-0.0031321595145877832i,0.5805317398284764-0.0024954455008210515i,0.9506501096941217
1.7014893574396275E-7,9.577838734395417E-8,2.4012E-7,-0.1785994849662323-0.06099833601108925i,0.1495742943718596-0.00963418103504173i,-0.027929835536773327+0.20062624562808445i,0.3172389110633765
1.7325087869727218E-7,1.3915985719462254E-7,1.845592185053927E-7,0.379159033540088+0.026298893665428084i,0.24843344223322372-0.04052426671107029i,0.3440198758684273+0.06437918334796275i,0.5753575913492435
2.4011999999999996E-7,4.802400000000009E-8,2.4011999999999996E-7,0.34391066821201133-0.21005422933735454i,0.014788315259589341-0.004835893537609699i,0.29570129941093476-0.11001744209041232i,0.5265892761543457
-2.2618315821812472E-7,-2.2640489846699722E-8,-2.1457020982659507E-8,-0.2458941057616597+0.0673290892995011i,-0.013265806482449733+0.014050930343296946i,-0.09376404946926145+0.10704949284427848i,0.29278033230814304
-6.878472205498554E-8,-3.92994904284347E-8,-1.9448447769393772E-7,-0.2885071054011891+0.5134089533418547i,-0.06901825272149407+0.11542151133238723i,-0.7607024360311766+0.5491627765114016i,1.116261309091364
-3.128471348722518E-8,-2.0696881155307506E-8,-2.230600394571036E-7,-0.1727889659822622+0.2775902516315846i,-0.0661241637784293+0.05423956188266467i,-1.0742480158338725+0.6808315266710837i,1.3160116642290585
-5.159574790189101E-8,0,-2.0356272205943445E-7,-0.25360658614693776+0.5189558119754094i,0.001966529386211431-4.564404186378859E-4i,-1.098209494391837+0.7127282678657768i,1.431580019033931
0,-4.8398754581929545E-8,-2.0434637337825913E-7,0.08809172890751252+0.36932680683795527i,-0.2089904547483895+0.1442741449262337i,-1.1929068907961877+0.6501127759368349i,1.4335011176876107
-3.535328678218434E-8,-3.5353286781927696E-8,-2.039614920209485E-7,-0.183918018688322+0.47471099473988015i,-0.12750443009643628+0.11997831505304307i,-1.164399668468761+0.6895617793286716i,1.456479257891999
-4.0315689304118086E-8,-6.366847093640597E-8,-1.9601268072385993E-7,-0.2390832717414596+0.45596919642387806i,-0.21393288281992376+0.18659481697033972i,-1.0347334872242469+0.5625529958091551i,1.316925674142427
-1.5128091079556308E-7,-9.529907281323192E-8,-1.1014614269144075E-7,1.0416455114480936-0.15914255883748257i,0.47818251262661815-0.07134288643693258i,0.7552550850989261-0.19401608623711222i,1.400446391687506
-8.74883399094414E-8,-8.953694993554486E-8,-1.6860879270112158E-7,-0.08660697572891951+0.3535603041973061i,0.043146324896763906+0.1276371124525083i,-0.11830101184730187+0.17165344120720633i,0.44618237459044524
0,-1.1111001000136823E-7,-1.7819770024991804E-7,-0.16283350875270935+0.346943633619964i,-0.41867160652807256+0.18975793617148756i,-0.9283020451741648+0.3107979349820229i,1.1489630844452892
-1.9327093920443656E-7,-5.7102197059357327E-8,-5.9039674372656605E-8,0.7537267982011202-0.2591750490092651i,0.1625801501936827-0.017202059243023354i,0.21446171300931222+0.004180778670339374i,0.842869495765728
-1.731671590636039E-7,-1.1051271614367515E-7,-4.358984506038068E-8,0.4524976194605198-0.2642802968518618i,0.1749068827238401-0.07718063943975007i,0.14129487380775616+0.021823119203807827i,0.5778275451772527
-2.0450814643726537E-7,0,-4.7702198069290514E-8,0.46155401241616517-0.17464473924503393i,-8.023636309098525E-6-3.8597272648236645E-4i,0.055165192409051725+0.09946686542270736i,0.5085595497523688
-2.039589409536756E-7,-4.1211635785819774E-8,-2.83258094484874E-8,0.0015570220373314952-0.05312486168587977i,-0.003116673443240455+0.028656870612333084i,-0.06328046132175316+0.16875795257241546i,0.19598083448663248
-2.0606901804549205E-7,-4.042344340472119E-8,0,-0.631657274495543+0.21893435366305206i,-0.09204572616665109+0.0661341925568362i,-0.10735214662886487+0.23988546959265442i,0.7277673720081242
-1.9123520926935856E-7,-8.67700233036292E-8,0,-0.4846085723500851+0.04029844951257376i,-0.16925489290069312+0.06883065209701007i,-0.08825705702390711+0.19863330641468666i,0.5651409232227917
-2.1000000000000003E-7,0,0,-0.6745116760700368+0.2636883327661679i,-2.6368581191851697E-5-3.683233022209771E-4i,-0.12571283472471015+0.248622354437527i,0.7768708609237336
-1.213346740767228E-7,0,-1.713998113300077E-7,0.2832257028308507+0.3277523156654052i,0.0017080643987088938+0.0013810613420145168i,0.34475078348695165+0.1271669121395485i,0.5743804489620915
-1.8082453339086423E-7,0,-1.067816789092405E-7,1.4340571838936846-0.2673318728636931i,5.963083943438227E-4+5.037023362937861E-4i,0.8274415236504418-0.18885438867833482i,1.6893702217480173
0,0,-2.1000000000000003E-7,0.15758009774083465+0.3661280551387619i,-1.606838701344261E-5-4.64769874056849E-4i,-1.2517627543840677+0.7418980902406755i,1.5089363878254864
-1.5498415628302784E-7,-1.4170322662721353E-7,0,-0.13171951288538802-0.2040579156397491i,-0.11789282205828508-0.10045426110693416i,-0.01929662175492715+0.11804448382848055i,0.3159765006927034
-1.1959011237132766E-7,-1.6168781340525076E-7,-6.045871334424884E-8,0.5741109180228605-0.2240127905893068i,0.36100922844172656-0.24979073401510896i,0.3509257760627995-0.10722420850177908i,0.8419478649206064
-7.116676586043081E-8,-1.4773719010791213E-7,-1.3118313190340158E-7,0.03794279294384419+0.15635671538623627i,0.13916740587616297-0.02737227793425185i,0.12322158875559283-0.07911300384518312i,0.26495295251895423
-9.654837490236395E-8,-1.8648962276683209E-7,0,0.21568761880667375-0.2209397890917161i,0.04748840474843391-0.26670064348934924i,0.08177129968875511+0.04960314441060958i,0.4223867481622425
-5.4922613121157946E-8,-1.9726478334955959E-7,-4.6584458975015876E-8,0.3666635526976746-0.10068787087463629i,0.14867452213376348-0.25867321854412256i,0.22820187942188264-0.04964388870541979i,0.5371622449607932
0,-1.7402097892722293E-7,-1.1754425629534554E-7,-0.1535148998285103+0.15932397994695024i,-0.21152764472395277-0.03561782158549653i,-0.26321550307277997-0.03623930901479688i,0.4088243241783018
-5.141735166962134E-8,-1.8233809708214034E-7,-9.060394196582439E-8,0.17762060256647894+0.020847191176353346i,0.11596620216492466-0.18103778630430079i,0.1783042637799323-0.11000660345951149i,0.3504832919085152
-4.285043906617513E-8,-2.0558143377305667E-7,0,0.3326331493968643-0.11790492820800735i,0.06044978829473936-0.1833125858929431i,0.1527711405098145+0.029314215037974496i,0.4313474202243842
-2.4505720310795425E-8,-2.073479545053907E-7,-2.2501009632447477E-8,0.3539912312097314-0.08374832534128263i,0.05049429840948289-0.14060611632299183i,0.1841634366696511+0.008399796811675459i,0.43434581452681326
0,-2.0392182764460875E-7,-5.0151712724249644E-8,0.2235653631034047-0.032530504044025105i,-0.008405081917670986-0.07012395385648422i,0.10369440513740692-0.0016868512728666805i,0.25861096695620167
0,-2.1000000000000003E-7,0,0.3536345126773885-0.07960464320929551i,-4.270544350362792E-4-2.36926791080195E-4i,0.17138666851617082+0.02801570572068338i,0.40196145858813226
-2.0794238537047725E-7,-8.341424201760686E-8,4.160328220019537E-8,-0.9206066922104765+0.3672695727287364i,-0.24225973053549077+0.1143349851390532i,0.006270959900498366+0.08895540906453916i,1.0306803383179253
-2.246432475635882E-7,-2.1991126370355073E-8,2.212068213150955E-8,-0.910197461151304+0.4206883242587613i,-0.06569369319989875+0.037227970402268634i,-0.08063076487533094+0.11792083249347322i,1.0157337076738597
-1.732457225789194E-8,-2.268922182153208E-7,3.148905238234014E-8,0.3148975876710884+0.016304098178026926i,0.015025952052058384-0.021174973650744507i,0.13019377524184553+0.07708917502825416i,0.3507117667545812
-6.705760207629565E-8,-1.9685060408958097E-7,2.9208178192832705E-8,0.14206130258053082-0.1368077629679518i,0.015577162065759443-0.18961846316222603i,0.03956603817807965+0.07509705656672129i,0.2870499307956761
-1.6715956661225128E-7,-1.1388714142986683E-7,5.6457048337101725E-8,-0.8448287090785037+0.2643791797166477i,-0.372776326299569+0.13958585201724946i,0.10902539557047489+0.17485181722244203i,0.9928888078615218
-2.1961598681962516E-7,-3.174351005173276E-8,5.1714876035816196E-8,-1.0710638494826576+0.6245224690807224i,-0.11562482726325668+0.07233333859325222i,0.08082581649657697+0.044821201114535414i,1.2508685057106734
-1.9486404550474277E-7,-5.3227308213793184E-8,5.740084868570693E-8,-1.1729464568862413+0.7089373262764678i,-0.24013571869945485+0.16105435497189763i,0.24667333282460696+0.16003616813068539i,1.4315081001510557
-2.0442621871933294E-7,-4.003223207768129E-8,2.6595892445904723E-8,-1.0401343591576404+0.4857804947043485i,-0.1524909505703432+0.1013135933249808i,0.012417131370834063+0.23618766736044527i,1.1866194937994932
-2.062207603812474E-7,0,3.9641445993054946E-8,-1.2145164086335019+0.6890697354959672i,1.2865338128393265E-4+5.6318507302593534E-5i,0.11235366502795634+0.2130871219214965i,1.4173450055504404
-1.6979702229622862E-7,-6.148038183687646E-8,1.071873773749779E-7,-0.7839247005650583+0.8393331447245374i,-0.22770664270401414+0.20278799601422023i,0.6015880736891032-0.02092901236263013i,1.3330206626208465
-1.0399981378043214E-7,-1.7260643504585915E-7,5.908517000394479E-8,-0.24596582702987196-0.07886009942386775i,-0.1411410433991862-0.11069873789392179i,-0.05352518229318676+0.1411745138992476i,0.35202929160639346
0,-2.0606669863373444E-7,4.0435274866491814E-8,0.26564004908584293-0.04938274052831259i,-7.674150048482481E-4+0.0607030844414742i,0.12749436292943034+0.008422906134643927i,0.30510844870910053
-3.1873272311152786E-8,-2.0615398290786224E-7,2.4179119988203885E-8,0.26873002965838727-0.08834655358030503i,0.03382030743330025-0.09766779823075651i,0.11111090684920055+0.0420884329752828i,0.3237936340625782
-4.6247331856161256E-8,-1.9493735865405314E-7,6.293338142168411E-8,0.020629903471876106-0.030295292797188005i,0.051988838426817854-0.06426223514000132i,-0.04863528132710062+0.05649241209538319i,0.11762964587208755
-1.2534451427864665E-7,-1.2601804163341105E-7,1.1184009085801948E-7,-0.4172637512287212+0.3262880893562154i,-0.16083944596186978+0.11811775038625834i,0.14587589875744705+0.08984986181196734i,0.5925557794487963
-1.922421492442758E-7,0,8.451547476796699E-8,-1.154744515502667+1.027543397671118i,-0.0021157819152582413+0.004313119692840672i,0.5609115068193892+0.020573546969071408i,1.6451994432602346
-1.2370147550710222E-7,-6.283875765003639E-8,1.576364028210673E-7,0.11425410619688396+0.5268951289355096i,-0.008131372536307606+0.07908608183592883i,0.38007668945176626+0.03058219072447182i,0.6658635486991568
-1.5851347111955634E-7,0,1.3774366017479613E-7,-0.30665540633258676+0.8870271098723348i,-0.003962123256444541+0.0010297462025411312i,0.7722097486490371-0.11111105134573164i,1.220903619727986
-5.672995734279584E-8,-1.681658740472339E-7,1.1225841057940582E-7,-0.1999694952595561+0.13872348645298818i,0.1655383022329386-0.006360117656326047i,-0.27662517475979004+0.05178909197378068i,0.4083445030355444
-4.367120547067194E-8,0,2.054086344699976E-7,0.5295114614834687+0.2693428972989175i,9.45681504202478E-4-0.0011890178826858954i,-0.8184553907747436+0.5452781062332841i,1.1492516814746803
0,-1.9081685324068735E-7,8.768628197669418E-8,0.007899558291079217+0.05988284745353767i,0.08209566192382761+0.0751998114459725i,-0.04588356735868718-0.034612173099095936i,0.14027712779128787
-4.1177567038506314E-8,-4.386177710308709E-8,2.0119779442664977E-7,0.43663077573255765+0.2844908656039225i,0.18442163048178825-0.0989374314589495i,-0.8480562099801806+0.5098195799648715i,1.1379668207893776
-7.393527872806294E-8,-3.609565469888497E-8,1.9321148586785032E-7,0.5646808251796789+0.2876026260025912i,0.10174176588557467-0.03956630793911117i,-0.3402424327854489+0.33332916234457666i,0.8004875110791589
-6.735736383810491E-8,-1.2355822605173905E-7,1.558728658610232E-7,0.004786228772488553+0.29679270977598726i,0.2551673825745348-0.023947503378148206i,-0.4015194328893948+0.12427781862250621i,0.5751696822160847
-6.131598006713211E-8,-7.643339878329358E-8,1.8573714259361562E-7,0.3566907433189873+0.2928548004974068i,0.24218616507700558-0.08659922607222563i,-0.5384758085946638+0.2969728037727835i,0.8107916028679543
0,-2.339271595541587E-8,2.245635474982053E-7,0.0922656443087893+0.17410679074234497i,0.08570865639626725-0.05819898303056358i,-1.0454443170950691+0.6294863187243744i,1.240551544948819
0,-4.217225417958779E-8,2.057216367406187E-7,0.10501660360118081+0.36737560903908173i,0.1856403833372689-0.13255964578706672i,-1.194687970948527+0.66506665475462i,1.4380138515291052
-1.0053489377882832E-7,0,1.8437092920192946E-7,0.5554060465979113+0.3720747693534013i,-0.004235033095179032-5.223765407431645E-4i,0.11532076535905429+0.18736053297515895i,0.7046429457488367
0,-1.5321467991680508E-7,1.4361474154635927E-7,-0.2275337717015637+0.24545402842011907i,0.31659662975022423-0.046626881524808456i,-0.5039292588056814+0.03937034501143852i,0.6868671047202484
0,0,2.1000000000000003E-7,0.15807772587274962+0.36564390375198347i,-0.002341563345258889+8.966788290964606E-4i,-1.2481908636369934+0.7390897636085151i,1.5044344704898052
0,-9.469968167077587E-8,1.874352163654528E-7,-0.0695695740509668+0.35820849779196046i,0.3709577198842088-0.1921230944897506i,-1.0205855362576863+0.3995146229800738i,1.2293022948457564
-2.2351086006367397E-7,2.1014772706369855E-8,-2.088206174417842E-8,-0.24806455883606823+0.06801145906209742i,0.012781112388203744-0.012614147116908734i,-0.0961023089526712+0.12497810229279017i,0.3025767066731897
-2.1714976192033331E-7,3.8691294747036274E-8,-4.726792443120114E-8,0.3076578569873019-0.11700931044933051i,-0.04165075525993021-0.007960520179332176i,0.07192058811940386+0.05717610378752666i,0.3447795497740285
-9.242829519385137E-8,4.159365722372088E-8,-1.839211187610436E-7,-0.13637459436314261+0.45899898982717313i,-0.003775766301289618-0.0935765082593938i,-0.3025616214889579+0.356246508011203i,0.6777652547361218
-2.4841071527248648E-8,2.2808739423589354E-8,-2.2606592961232881E-7,-0.11983015681651255+0.22445648181954167i,0.07097491045159908-0.055875604911666286i,-1.0673616563887272+0.6691594957040409i,1.2884275187269627
-4.917219611045481E-8,4.371365263197843E-8,-1.9942720903438858E-7,-0.25580076148183506+0.4958454196630805i,0.13060324077352217-0.13957064675696584i,-1.0351067957848121+0.629235237195925i,1.3476460289485146
-1.8617119740166044E-7,5.364451293241955E-8,-8.100957653435464E-8,1.1315943505430732-0.29818774111148166i,-0.23784178356902258+0.029078159523103372i,0.48100614550842546-0.0873955796764435i,1.291795751101857
-2.0485999950375407E-7,3.689902576068121E-8,-2.7764050519232387E-8,-0.002785113845803999-0.04058757716516806i,0.003041004754853277-0.028766225404145054i,-0.08037280735601046+0.1713619656940567i,0.1989723440905922
