% Model,One_8LayerNanosphere_CUBE_PML.mph
% Version,COMSOL 5.5.0.352
% Date,"Jun 22 2020, 19:40"
% Dimension,3
% Nodes,18450
% Expressions,4
% Description,"Electric field, x component, Electric field, y component, Electric field, z component, Electric field norm"
% Length unit,m
% X,Y,Z,ewfd.Ex (V/m) @ lambda0=400,ewfd.Ey (V/m) @ lambda0=400,ewfd.Ez (V/m) @ lambda0=400,ewfd.normE (V/m) @ lambda0=400
-1.805748924375886E-7,-4.838471274372792E-9,-2.4396191999999995E-7,-0.017275872155894025+0.016717343342482774i,1.7641281204109228E-4-5.631376179103996E-4i,0.06269441650386788+0.012209499258714188i,0.06825355612885388
-2.4012E-7,3.257118571887254E-8,-2.4396191999999995E-7,-0.026156746116449095+0.023242048058383258i,6.175051253103428E-5+2.4435434973615888E-5i,-1.5433154355703802E-21-3.564567242518243E-21i,0.0349912651198749
-1.833036814344142E-7,6.339352770544599E-8,-2.4396191999999995E-7,-0.016006924153374635+0.016574189277298475i,-0.00245919257275299+0.007643896902909841i,0.054983699337665635+0.010534328861208144i,0.061074595365837085
-1.173800351626267E-7,-5.762146208793094E-8,-2.4300144E-7,0.00846575713035184+2.1593070189828353E-4i,0.011281872109368448-0.01920585831074167i,0.06293355497300125+0.06839803991395464i,0.09595305438307274
-1.1833599902209641E-7,-3.414543881333418E-8,-2.4300144E-7,0.007030205274609164+6.400466974952183E-4i,0.006903041232527031-0.011693471225049604i,0.06659898765790237+0.07131136655033486i,0.09876791131741099
-1.3551980928449212E-7,6.675761282634368E-8,-2.4300144000000003E-7,-0.0055392639379647+0.010886672325297875i,-0.01192170276908519+0.02131660285004643i,0.0567488730731696+0.06729428316609534i,0.09216986408243108
-1.3210760206591464E-7,-8.745191226559644E-9,-2.4300144000000003E-7,-0.00534610559106643+0.009486027119300624i,0.001665292140076681-0.002991706473690623i,0.06507146872786031+0.07341958567733252i,0.09877031227724546
-1.4062059541151178E-7,2.740253097463209E-8,-2.4300144E-7,-0.012197625685924415+0.014640361984653651i,-0.00500726609559104+0.009033321489498583i,0.06095883483683451+0.07157607095305599i,0.09648711595956759
-9.737067237680113E-8,-4.442655590399106E-8,-2.4204095999999995E-7,0.013078488356848423-0.03664152744515506i,0.016330495720731694-0.020671734128062613i,0.043780105469360564+0.14051412824926054i,0.1544978803544856
-1.0422790943234821E-7,-1.8196605051134172E-8,-2.4204095999999995E-7,0.004286045580774565-0.029560943245666087i,0.006918857586738182-0.00871649222995893i,0.044112141990944674+0.1540508905430483i,0.16338317186362455
-1.1147645795918656E-7,5.297704884859131E-8,-2.4204096E-7,-0.002800908554541076-0.023032011957766496i,-0.02006765694993221+0.023050233444184085i,0.039667891780248626+0.15844023131533044i,0.1677781525387263
-1.1140430750964732E-7,4.492294614954314E-9,-2.4204096E-7,-0.004732002675963857-0.021671431675184146i,-0.0017244233801758265+0.0021605169458246386i,0.042618706332805456+0.1643426102865013i,0.17124437050003158
-1.0348206011572096E-7,2.794665871934247E-8,-2.4204096E-7,0.00548677578472461-0.030500167647230368i,-0.01053341934329306+0.013232097163375093i,0.04381739875487883+0.1521243554017256i,0.16219928714742007
-8.210433310526175E-8,-3.1077272727690606E-8,-2.4108048E-7,0.034803266759487715-0.11981025820103926i,0.004354567020431437-0.01265990716165917i,0.014310414486405056+0.2262764490210516i,0.2592278035046756
-8.210433310526175E-8,-3.10772727276906E-8,-2.4012E-7,0.28241541647004736+0.09691043629838386i,-0.0032445347846854025+0.0338966317088276i,-0.16709896934841506+0.5336158766857086i,0.6348067911653802
-8.801529709394635E-8,-5.686333154962592E-9,-2.4108048E-7,0.02415823611450851-0.11427835760126592i,0.0011609870323690912-0.0022297935541846186i,0.016931473894627916+0.24972361099732043i,0.27630049310067456
-8.801529709394635E-8,-5.686333154962592E-9,-2.4012E-7,0.2641440219128036+0.10097208430936659i,7.001133852680233E-4+0.006057207748522645i,-0.15190177780199846+0.5433399102430608i,0.6311083784364814
-8.339992087491606E-8,3.936614976818215E-8,-2.4108048E-7,0.031878070491064704-0.11819689906172695i,-0.006688976685131999+0.015586762719788516i,0.01805328672309716+0.2300031146724873i,0.2618238565825838
-8.339992087491606E-8,3.936614976818214E-8,-2.4012E-7,0.2719191028230855+0.0892923914968297i,3.805932628368178E-4-0.04047648985159118i,-0.15166592861494554+0.5207384874582909i,0.6145933878003682
-8.743740102129854E-8,1.4921892367527098E-8,-2.4108048E-7,0.025150978672155166-0.11484000525300773i,-0.002711911808016156+0.005834292304318491i,0.017115064340752658+0.24722220655108798i,0.27444303829262123
-8.743740102129854E-8,1.4921892367527104E-8,-2.4012E-7,0.2651159345613688+0.09950299285147397i,-0.0011283390929501588-0.016087046639627317i,-0.15200447315669238+0.5405480429920905i,0.6290831781708078
-1.9276445970820082E-7,1.222068011505417E-7,-2.4492239999999997E-7,-9.380602919630396E-16+9.617715894967885E-16i,-5.067789946322607E-16+5.195888189351671E-16i,0.039450984403815365-4.923772668134013E-4i,0.03945405689917018
-2.4012000000000006E-7,9.687162254438515E-8,-2.449224E-7,0,0,0,0
-1.4210518079142098E-7,1.4164551526033964E-7,-2.4492239999999997E-7,0,0,0.05559756613689332+4.7128287289797346E-5i,0.055597586111464314
-1.2226969848882206E-7,1.89942580402151E-7,-2.4492239999999997E-7,0,0,0.030926599186121367+7.61143155490205E-5i,0.030926692849511637
-9.60424907901676E-8,2.4012E-7,-2.4492239999999997E-7,0,0,0,0
-1.4781949886594326E-7,9.890846326684758E-8,-2.4396191999999995E-7,-0.003912959773536798+0.007960047708683185i,-0.004972519678698529+0.015447464983996876i,0.06606769153281943+0.013419928973307876i,0.06990897241655293
-1.1716148997654533E-7,1.144765714117959E-7,-2.4396191999999995E-7,0.004837452530834206+7.028025703400817E-4i,-0.006271268905845492+0.01835060161331855i,0.06486267919601969+0.014239228017019153i,0.06935368479749861
-9.358282174436603E-8,1.4599967507596162E-7,-2.4396191999999995E-7,0.008612140610092562-0.0032104298541445696i,-0.00685975392451769+0.020576599234635645i,0.047731011525865306+0.01117159187409963i,0.05438764364185523
-6.052119026745517E-8,1.4432765586967404E-7,-2.439619199999999E-7,0.013546602161188701-0.008624357426690321i,-0.00613157258044142+0.014802941648377574i,0.03627601479087322+0.009913017300444301i,0.04391904170001161
-9.160888392539187E-8,1.0547476023458371E-7,-2.4300144E-7,0.02430484347069158-0.010739236524926931i,-0.0187159756423452+0.030015194009977368i,0.050387702016584865+0.05154682979424631i,0.08457788823817744
-1.1159487229615337E-7,8.427922492250893E-8,-2.4300144E-7,0.013254735563922582-0.002604467978082325i,-0.01577466715572582+0.02666426270354358i,0.05708937767991882+0.06245804678123496i,0.09111967796439613
-6.73375186238211E-8,1.1447518244149024E-7,-2.4300144E-7,0.03355944823736318-0.0182733638137843i,-0.018528258322581103+0.0268167551728182i,0.04248872403430755+0.037824131050115374i,0.07588671025514246
-4.107682021769509E-8,1.3257780491300934E-7,-2.4300144E-7,0.03463755078203775-0.0203489825282218i,-0.015881958806028378+0.01964967209704503i,0.02654670627062301+0.019010330158753468i,0.05760558796355073
-7.93602618410121E-8,8.55303587830276E-8,-2.4204096E-7,0.03149025648740925-0.04836898809430321i,-0.027991973394287394+0.034439694549018934i,0.04061894663423942+0.10065414945829436i,0.13070950907420054
-9.084699242733383E-8,6.503859172970627E-8,-2.4204096E-7,0.02065423382242767-0.041844651415332036i,-0.023058284231791876+0.028546195092690713i,0.04249551276358576+0.12580251574804766i,0.14545677137456453
-5.701725313250761E-8,8.293377781939014E-8,-2.4204096E-7,0.04745902191924511-0.05932284540376385i,-0.0217385989509758+0.032148611830424584i,0.0418745801655617+0.054478525835774505i,0.1096161583889625
-2.964731083016268E-8,1.0269671393061412E-7,-2.4204096E-7,0.05499664692306662-0.05888583614235244i,-0.015344968239516208+0.02860325175756582i,0.03522362901895627-0.0029617410174807277i,0.09392693911075238
-6.95983696305254E-8,6.195979605554554E-8,-2.4108048E-7,0.05736533154717261-0.1289418109748359i,-0.003922395655129218+0.025249098963850105i,0.014079020216141967+0.17486475077718514i,0.22673701775320085
-6.95983696305254E-8,6.195979605554554E-8,-2.4012E-7,0.32109803659353287+0.07240858877319407i,0.02405768024474364-0.0620422478862853i,-0.17376297191572765+0.4878301644947318i,0.6172105594219203
-5.029204575431422E-8,6.510364645129542E-8,-2.4108048000000003E-7,0.09526015942069604-0.1439409700952769i,0.011808324943050405+0.02795776782987735i,0.0038117157594241323+0.09630688591307694i,0.20036002508321843
-5.029204575431422E-8,6.510364645129543E-8,-2.4012000000000006E-7,0.4331106245048293+0.0592590606044341i,0.06738849166868507-0.07613100647345328i,-0.22769675024806268+0.47242015641773555i,0.6902613823078456
-3.462025583966172E-8,7.45428588011969E-8,-2.4108048000000003E-7,0.1224237449870837-0.15266457650915638i,0.026679488676486493+0.030713460971201017i,0.0052729392524666074+0.033531358726599465i,0.20326522053633203
-3.462025583966172E-8,7.454285880119692E-8,-2.4012000000000006E-7,0.5201247035990627+0.025601504069811775i,0.10681915775194568-0.0872968985091349i,-0.22565524099479564+0.4265804633549548i,0.7232628569066897
-1.6311307871418074E-8,7.9419832161119E-8,-2.4108048E-7,0.15102697424588377-0.16233410140350132i,0.046172111208476564+0.029473991250363773i,0.01135209326243572-0.036404311632500096i,0.23213470365469516
-1.631130787141808E-8,7.941983216111899E-8,-2.4012E-7,0.6376740673610024-0.020491184690677327i,0.14664724520849462-0.09291916008517814i,-0.20441486329751016+0.372387006825621i,0.7859055292996414
4.040502350255338E-8,1.4627880064443034E-8,-2.4108048E-7,0.19409410285816864-0.21558033596351311i,0.020745580944557005+0.0021251556349004505i,0.04122871745063384-0.24394269054262582i,0.3821975277686318
4.040502350255338E-8,1.462788006444304E-8,-2.4012E-7,1.1602540604064269-0.17641126204828927i,0.04413477006911798-0.022048105623005205i,-0.030609498341022192+0.27305680280899347i,1.2063338794667697
5.308403626734942E-8,7.798978156874951E-9,-2.4204096E-7,3.427414168339299E-4-0.05844153313025235i,0.002605184349858627+3.817308519616311E-4i,0.005648162651822732-0.19112391620311078i,0.19998566213374447
1.1189018238908979E-7,-5.2755065652824144E-8,-2.4492239999999997E-7,0,0,-0.0910913701597752-0.0012232065871560524i,0.0910995826112285
7.889245861194209E-8,-2.523342298074487E-8,-2.4396191999999995E-7,0.011522426232477108-0.005080706742710292i,-2.9481915170580963E-4+0.003995097039513285i,-0.08427724146010611-0.017586329101551324i,0.08710222169712599
6.806639714780647E-8,-3.0752632310267372E-9,-2.4300144E-7,0.004450439878084476-0.010940367836991547i,-1.1341467824980268E-4+6.394134639367122E-4i,-0.0632462413517968-0.07951493027874129i,0.10228740084921334
4.053143076263916E-8,2.616283034984754E-9,-2.4204096E-7,0.017624762535854665-0.06241884089676807i,7.297548991488855E-4+2.9809215339405464E-4i,0.013615408828196994-0.1779971287063518i,0.18997936375216826
3.2413688869098726E-8,7.806884907052176E-9,-2.4108048E-7,0.19547318107622605-0.20880141950927542i,0.010624317640248751+0.0015907454000604192i,0.02670624720302151-0.23005540804572083i,0.3686769055822635
3.241368886909873E-8,7.806884907052181E-9,-2.4012E-7,1.1275144563801358-0.13924873775759677i,0.023964216530367982-0.01270735448642828i,-0.10401856463578536+0.3157729757368891i,1.1840385408490786
4.674332682202071E-8,4.125096153878674E-8,-2.4108048E-7,0.1922423492069684-0.2177715001342421i,0.0577913284910843+0.003593010988082028i,0.0617282375116298-0.2416700825638308i,0.3874945709236885
4.6743326822020715E-8,4.1250961538786746E-8,-2.4012E-7,1.1356255874766592-0.21594897879918687i,0.11687544328732931-0.052803119372223206i,0.0490156746983608+0.21196848229612897i,1.1832417135041606
6.113425621378422E-8,5.995216828805705E-8,-2.4204096E-7,-0.007817106125945873-0.04797490207464898i,0.020546235408920956-0.003065334715411685i,0.001583154127897409-0.17285166623725165i,0.18078280152455134
8.564422054522144E-8,7.414878339228472E-8,-2.430014399999999E-7,-0.010245640609945582+0.0022125702237113945i,0.007411872200967058-0.018708773762721353i,-0.07336995059910555-0.07593321820780076i,0.10800291984164871
6.697639160111895E-8,3.724557394992078E-8,-2.4204095999999995E-7,-0.019546274820549315-0.05150438845100719i,0.014306237047584977-0.0017328651772813746i,-0.002755704985150195-0.19069792621337558i,0.19905582553408274
8.921569396542279E-8,2.829213646629528E-8,-2.4300144E-7,-0.013558177482959316+0.002339392975743391i,0.002612926594785002-0.0072896775040506385i,-0.08070366100670227-0.08721061269138275i,0.11986835832177678
1.1400302986653389E-7,1.7926544477239233E-8,-2.4396191999999995E-7,8.146056893641599E-4+0.010342350364368175i,5.248505612978974E-4-0.0031708297807232296i,-0.09908670061333641-0.023830475075682863i,0.10248921937741108
1.3668325234541037E-7,4.252514453862186E-11,-2.449224E-7,-3.604135573432909E-15+3.4211316413966413E-15i,1.1759683541874088E-16-1.1162572727417422E-16i,-0.09439812502453052-0.002459013661412643i,0.09443014749715214
1.44293371418109E-7,3.623346598433288E-8,-2.4492239999999997E-7,-1.1506295245035706E-16+1.0789267544503828E-16i,7.595759892057793E-15-7.122421590440287E-15i,-0.08909938049101379-0.0028654456725471914i,0.0891454451039691
1.0962057807185516E-7,5.395154931305185E-8,-2.4396191999999995E-7,0.001551873369127649+0.007973061100784419i,0.0016586624412299675-0.009271814675693843i,-0.09342384677427261-0.02245246930472363i,0.09688576285107735
8.13583518172229E-8,5.1250173850182465E-8,-2.4300144E-7,-0.006887442687707581-0.0015272242211210505i,0.004335718131824049-0.012419962188361933i,-0.07315010977404404-0.08045082234360951i,0.10975671711303951
3.819213123367664E-8,2.520265166473617E-8,-2.4108047999999993E-7,0.19495845454953142-0.21256900615305394i,0.03496830530970924+0.003995598850430854i,0.03995428694273779-0.2366113343083868i,0.37723011664212097
3.8192131233676645E-8,2.520265166473618E-8,-2.4011999999999996E-7,1.1363550653590102-0.1701918038116852i,0.07560846459188846-0.03772679522169537i,-0.042908040640164756+0.2752913244859862i,1.1853415343471194
5.1778825394230035E-8,2.3454376776109764E-8,-2.4204096E-7,0.0027550562885860757-0.05762011574843127i,0.007535676249402494+0.0011082746299213924i,0.006635100525861641-0.18652090737266125i,0.19552901671627168
7.10432329124445E-8,1.7163198726166094E-8,-2.4300144000000003E-7,0.0019163519279867874-0.009011895643927875i,9.686650650085137E-4-0.003705912310072125i,-0.06596536798422835-0.08059388135103789i,0.10462532084123516
9.123662088582988E-8,1.8384784918636532E-9,-2.4396192E-7,0.008024597568587375+2.271472226557114E-5i,4.5527378114709966E-5-3.019937989704768E-4i,-0.09260167132087666-0.020485285627331973i,0.09518043456610331
1.1457101272593785E-7,-1.7214871153258245E-8,-2.4492239999999997E-7,-8.053115541437706E-16+7.869608966896908E-16i,-5.339755399888147E-15+5.218078240622613E-15i,-0.09646905103398422-0.0011117886951559654i,0.09647545740498009
2.6466079799339502E-8,7.782292392914253E-8,-2.4108048E-7,0.19165097672392023-0.18896432706328983i,0.0834745058582879+0.014672969332291714i,0.049572377524245204-0.17200281739648723i,0.3344723159485659
2.6466079799339495E-8,7.782292392914253E-8,-2.4012E-7,0.9175391458079396-0.15746416892847037i,0.19040137642786034-0.0848387249100633i,-0.042458595734858155+0.2297137520208207i,0.9821905101460366
3.665106034526998E-8,1.0627104392641016E-7,-2.4204096E-7,0.026063929710452998-0.04183159004631746i,0.020307821766168563-0.0027364129399349547i,0.013309422736048382-0.11087102493030639i,0.12379995945022532
5.963623198873479E-8,1.348468578250651E-7,-2.4300144E-7,0.006023577197542439-0.005387031977644318i,0.010401773859176597-0.026286753040741673i,-0.04211083551580552-0.04325388163648432i,0.0671555391666345
1.319101737402704E-7,7.110868100448561E-8,-2.449223999999999E-7,7.319561389177466E-15-6.888826282819628E-15i,-3.146317811105321E-15+2.961166069772045E-15i,-0.08539686444719256-0.002588853031001044i,0.08543609668886042
1.4273238527804098E-7,1.039138942940153E-7,-2.4492239999999997E-7,2.479221430141388E-15-2.2750098948541628E-15i,-1.8997658727548846E-15+1.7432836397260145E-15i,-0.07163051609235481-0.0030767913180265332i,0.07169656533246054
1.298359056109622E-7,1.3611550842452827E-7,-2.4492239999999997E-7,0,0,-0.06023384651993857-0.0026334804113259135i,0.06029138815506202
1.0919718578947784E-7,9.038935858119371E-8,-2.4396192E-7,6.999430900745271E-4+0.007103115641455735i,0.003205070693793903-0.014668057106093679i,-0.08329442231565191-0.020460382826701585i,0.08736715220165782
9.357261721381418E-8,1.4242242960922972E-7,-2.4396191999999995E-7,0.0025141897317444+0.0012198022024229667i,0.005249665817665474-0.019829246962141316i,-0.05771180392121667-0.01408672905752604i,0.06291064239277949
1.1055101520267718E-7,1.1741126521686771E-7,-2.4396191999999995E-7,-3.347492899385563E-4+0.006781951480622534i,0.004639559792678232-0.018054728344712632i,-0.07285756086203517-0.01832212643629034i,0.0777020511505741
7.193372096947823E-8,1.0292255070044877E-7,-2.4300144E-7,-2.796949815008787E-4-0.003021066381600702i,0.008789871481971665-0.023021086237078946i,-0.058213560194040184-0.06088049383127507i,0.08782205216427201
4.768365288071065E-8,8.389337320962297E-8,-2.4204096E-7,0.012814164573346129-0.04535252704130536i,0.021980424829059247-0.002634266411375944i,0.009196154206550075-0.14245745060083093i,0.15198214136153268
6.601055460587306E-8,7.903132368519413E-8,-2.4300144E-7,0.00459431622819072-0.007914859969171134i,0.005081054385885167-0.016237139685535404i,-0.05741918846678922-0.06606056528719258i,0.08963612533853674
4.1968760695633577E-8,6.107712427215906E-8,-2.4204095999999995E-7,0.018150962195832746-0.05363741527478206i,0.01525966553292807+0.0028899694860841604i,0.012751935235489587-0.15586281019378445i,0.16708281972258898
2.718024324477322E-8,5.692753876118238E-8,-2.4108048E-7,0.1945112182514263-0.19714702322880703i,0.06762335734031397+0.011847109960113497i,0.03717904492089406-0.19322038566252356i,0.3469999373593759
2.7180243244773216E-8,5.692753876118238E-8,-2.4012E-7,0.9990748545257034-0.14387773021435285i,0.15514044150257916-0.0762411193378052i,-0.0827883490379979+0.27517076196690543i,1.0636285845466777
3.2707121284249916E-8,4.7525169424803985E-8,-2.4108048E-7,0.19567348330841033-0.20395527637877028i,0.06051871528994566+0.008595034683674008i,0.040319879984484365-0.21295375071113293i,0.3617621387504813
3.270712128424991E-8,4.752516942480399E-8,-2.4012E-7,1.0576443959678499-0.15954042373975205i,0.13448460431001757-0.06575113696032686i,-0.05948968940469958+0.2690085772221823i,1.1146205088360674
-6.483618131621526E-8,1.8589992946038914E-7,-2.4492239999999997E-7,7.057471957237772E-16-6.405607745862638E-16i,3.537869376626121E-16-3.2110936635781246E-16i,0.024273381881843855+0.001175284503008012i,0.024301818072828135
-3.3246986133642094E-8,2.4012E-7,-2.4492239999999997E-7,0,0,0,0
1.30472164855212E-7,1.8113442274836643E-7,-2.4492239999999997E-7,2.6815208575456675E-16-2.4091113235174557E-16i,6.556298099139161E-16-5.890258860581373E-16i,-0.0359745136769416-0.001925065524097751i,0.03602598383895334
9.415911462407911E-8,2.4012E-7,-2.4492239999999997E-7,0,0,0,0
-3.706665442766244E-8,1.5433174144486088E-7,-2.4396192E-7,0.014032029170544113-0.010109005405198303i,-0.004820998964474114+0.009678714655816732i,0.020639561334882824+0.0067518216438864674i,0.029794229108150716
-2.586325309681386E-9,1.887135642409059E-7,-2.4396191999999995E-7,0.008891095622286646-0.0071702099039672494i,-0.0013616402713544356+1.061597258723119E-4i,-9.64328753439917E-4+0.0010434258276120548i,0.01159993510764448
3.0240326724897364E-8,2.4012E-7,-2.439619199999999E-7,-3.8303073688815995E-6+3.2222946690627086E-5i,0.0028800038135782867-0.010547904883344726i,-2.227425658800679E-18+1.2732449889342029E-18i,0.010934163361618553
6.24489073069861E-8,1.8398299573555102E-7,-2.4396191999999995E-7,0.004824448650229289-0.0036916685220381223i,0.005027572376018861-0.01806775802414289i,-0.027672591412440738-0.006185974495498554i,0.03453880743219656
-8.643509062285066E-9,1.3812057214255539E-7,-2.4300144E-7,0.0315150650326355-0.020028798290362325i,-0.00880440071036547+0.004903596219588766i,0.006913980281426653-0.0024664948490286677i,0.03936967173583775
2.362808743242214E-8,1.4465100422621045E-7,-2.4300144E-7,0.021082714263885236-0.014292186539383411i,7.15983612576225E-4-0.01194029309425511i,-0.015342027754917179-0.021633594187206128i,0.03867863151428783
5.320454281606141E-9,1.0218159725463525E-7,-2.4204096E-7,0.0488335065966315-0.0533231770569187i,0.002846924979864771+0.01449939382754112i,0.02622385222060093-0.07097044010643626i,0.10578922938967913
3.7790201190352185E-9,7.342582753975506E-8,-2.4108048E-7,0.17754025322523423-0.1761801369177105i,0.06335986716039547+0.022878171404215913i,0.020191943014859066-0.11231525202442351i,0.28359074656283106
3.779020119035224E-9,7.342582753975506E-8,-2.4012E-7,0.797240309718854-0.07270987672114915i,0.1697067523526479-0.09235633933457293i,-0.16956682920681518+0.3274083779902019i,0.9023076599561543
-9.154955452846879E-9,6.40091752123077E-8,-2.4108048E-7,0.16435576732569201-0.17120877928299139i,0.04804816609731076+0.02402106938351764i,0.0047844642362102905-0.073928394249588i,0.25512000810601715
-9.154955452846882E-9,6.40091752123077E-8,-2.4012E-7,0.7343013726389536-0.021675622329167178i,0.14282537664194953-0.08989425192288056i,-0.23866179248519762+0.39330782371538797i,0.8830623787112793
8.241924033534894E-8,-1.0624817971215812E-7,-2.4492239999999997E-7,-1.860856513234435E-15+1.8625010842260162E-15i,1.9890773762311315E-15-1.9908352651009587E-15i,-0.06661327575550247+2.9422438778484873E-5i,0.06661328225330528
8.66521456293556E-8,-8.010968040755387E-8,-2.4492239999999997E-7,0,0,-0.07712741805367593+2.944401781874239E-4i,0.07712798007626694
5.710323760130529E-8,-1.1395368633404028E-7,-2.4492239999999997E-7,-2.273647526810439E-15+2.4245046131232993E-15i,1.2563832269208472E-15-1.3397445706078859E-15i,-0.05008361710889115+0.0016081787741260413i,0.05010942966827265
7.373432280003352E-8,-5.6290262185547154E-8,-2.4492239999999997E-7,2.7846459648990707E-15-2.933250772233729E-15i,-2.9497352044897215E-15+3.1071501280659564E-15i,-0.07609041477793935+0.001977545581517433i,0.0761161080692243
3.519955809482472E-8,-1.1530711169304933E-7,-2.449223999999999E-7,-9.520999036842471E-16+1.1336790707505251E-15i,3.204978002995748E-16-3.816213477338055E-16i,-0.03360016122689498+0.0029250890739875948i,0.03372724389220231
1.4525173451241362E-8,-1.2850476107071778E-7,-2.4492239999999997E-7,1.8464843178417289E-16-2.9330678993305945E-16i,2.593120191756268E-16-4.1190696937173986E-16i,-0.014529015278663349+0.003303026881948445i,0.014899740653800222
6.351459353026474E-8,-8.633895569719119E-8,-2.4396191999999995E-7,0.012753729562490879-0.008765999298501458i,-0.001067847645245451+0.011207821652947123i,-0.06308780156430528-0.01254852838514981i,0.06711199229899646
4.207774097415472E-8,-9.999673802796271E-8,-2.4396191999999995E-7,0.016098872764091464-0.013085274848202152i,-1.3332427449517077E-4+0.009384594109756898i,-0.04270481460940849-0.00690503148095088i,0.048889392636943106
5.1555586050167196E-8,-5.857241014481344E-8,-2.4396191999999995E-7,0.017429586613995435-0.013367452278626497i,7.499247180525104E-5+0.006914344271444928i,-0.05808464864119935-0.009884624840030791i,0.0632636677999294
5.541922067854656E-8,-3.665099324220446E-8,-2.4396192E-7,0.01760253491680799-0.013043173767424173i,7.300858995513078E-5+0.004661714558980841i,-0.0641471783851552-0.011147687107061845i,0.06885747170059961
5.7972610807690795E-8,-1.758143897375473E-8,-2.4396191999999995E-7,0.017482701750302164-0.012589549455463608i,3.486784757172847E-5+0.0023429469919743285i,-0.06782362679468382-0.0119820410774018i,0.07220638023172658
1.9339723283960964E-8,-1.007963101985937E-7,-2.4396191999999995E-7,0.019529133748875355-0.016424829558318768i,0.0014393307070368379+0.00522452392344554i,-0.021564942441811532-0.0011063284497512024i,0.03387101030467847
-5.744346684486842E-9,-1.0660864558457658E-7,-2.4396191999999995E-7,0.020924101382210823-0.017164811610871567i,0.0030953992122478477-4.982560834015763E-5i,0.0028404228033564855+0.004693221283220031i,0.027795255659225526
3.5397076505766033E-8,-7.727916937733712E-8,-2.4300144E-7,0.025281680381266693-0.021585426884621256i,5.064702696813757E-4+0.008262254464273552i,-0.02804615611868488-0.0459818802791671i,0.06383373847730837
4.0205586209772656E-8,-4.5814407770570605E-8,-2.430014400000001E-7,0.024450862070185493-0.023054386915821387i,4.3272940435268217E-4+0.005427043133926038i,-0.033248091764736955-0.05572611899743759i,0.07327951782635427
3.3963488303374314E-8,-5.593767142351021E-8,-2.4300144E-7,0.027807183764139497-0.024578167086020987i,0.0011399497202229734+0.005409659299929i,-0.026454539742722848-0.048893601713942955i,0.06707002471467619
5.018848255237861E-8,-6.316473450905517E-9,-2.4300144E-7,0.01854123952423063-0.020469902505521036i,-1.605931651210253E-5+9.591022948026801E-4i,-0.044408509274854624-0.06732326437555877i,0.08525443957123147
3.7301029255076624E-8,-3.396250092340423E-8,-2.430014399999999E-7,0.02695379725970737-0.02518765471447988i,7.057698279080989E-4+0.003611331092066582i,-0.029908844623347853-0.05479746762326901i,0.07260771468954892
4.3199087252994944E-8,-1.9434788338972372E-8,-2.4300144E-7,0.02341542118786397-0.02342260471604197i,2.1235370463006502E-4+0.0024599998961752126i,-0.036528785739017744-0.06110202267033309i,0.07855513613033385
7.60513164180684E-9,-8.370037892976656E-8,-2.4300144E-7,0.037866790261598775-0.02821659078933061i,0.005627339655815969+1.508298946184738E-4i,-2.7876531621825323E-4-0.021118958678742958i,0.05203924791477114
-1.8393367294907788E-8,-8.50100246719376E-8,-2.4300144E-7,0.04398309588496691-0.03031714960875906i,0.01018241925208465-0.008462116954649634i,0.022810180378988635+0.0026852949631589185i,0.059639405996585466
1.6064956227065983E-8,-6.170353004867535E-8,-2.4204096E-7,0.0439718389982542-0.06195471899962085i,-0.006619829751745582-0.01122394708823732i,0.026137906379637022-0.11717257613767561i,0.14276008709638754
2.6644343946247015E-8,-4.4524969282673413E-8,-2.4204096E-7,0.034451340968534194-0.06238748059178246i,-0.00783897917977783-0.00700791607610666i,0.021515445368984733-0.14524527572354384i,0.16361780450803967
2.587151662613742E-8,-3.147664032788474E-8,-2.4204095999999995E-7,0.03486978906102027-0.06480362389549608i,-0.005576572976269777-0.005633047833343861i,0.02217277621679114-0.14990439535993666i,0.16871500947780974
3.843839413883212E-8,-7.3819809598440375E-9,-2.4204096E-7,0.020321904166897855-0.0629692662419118i,-0.0018487455515478317-9.614997222910697E-4i,0.014909460061048907-0.17492180937007942i,0.18766934891910061
3.066190594829078E-8,-2.3418685295951054E-8,-2.4204096E-7,0.02973239838634477-0.06428291353244074i,-0.00483186234192374-0.0037883000737525176i,0.019535903918685153-0.16040100617110994i,0.17659351155963313
3.1922486599714595E-8,-1.3964247509655317E-8,-2.4204096E-7,0.028139440593711817-0.0647103898355604i,-0.0030168549450352807-0.002258332271895514i,0.018829195280752963-0.16462877584589966i,0.18019801817941763
3.086095306503654E-8,5.797013999358617E-10,-2.4204096E-7,0.029218341065403528-0.0655032220009317i,1.4955091581783176E-4+8.054937694661072E-5i,0.019466718502983066-0.16426948310114442i,0.18035874907768604
-2.0853105373542976E-9,-6.555585971998509E-8,-2.4204095999999995E-7,0.05451226729306947-0.06579701532159904i,-1.2256110904848547E-4-0.01701544434729733i,0.03344377965362413-0.07880797094423954i,0.12230299598296256
3.654919593726778E-9,-5.3158564111176965E-8,-2.4204096E-7,0.05196241348373463-0.06724261960400543i,-0.0021451600369955586-0.013639787831931427i,0.03219814451644942-0.09742200390695319i,0.13407907386830994
-2.5166299098220625E-8,-6.04765092635599E-8,-2.4204096E-7,0.059118158777052975-0.06946263998578368i,0.007322211203853689-0.021753110255382253i,0.041079754005446556-0.026722138421762964i,0.10630186282624722
